German,English,Context,Date
oppositionsgruppen,opposition groups,In Afghanistan sind immer mehr bewaffnete Oppositionsgruppen aktiv. Sie fordern die Machtposition der Taliban heraus.,2026-08-15
gesundheitskrise,Health crisis,"Das Ebola-Virus breitet sich im Kongo rasant aus. In der Millionenmetropole Kinshasa wächst die Angst vor einer gravierenden Gesundheitskrise, sagen Experten. Krankenhäuser bereiten sich so gut es geht auf Notfälle vor.",2026-08-15
gemeinschaften,Spaces,"Die Zahl der Morde an Ureinwohnern in Brasilien ist deutlich gestiegen. Ein neuer Bericht zeigt, wie Landkonflikte, illegale Eindringlinge und staatliche Versäumnisse die Gewalt gegen indigene Gemeinschaften verschärfen.",2026-08-15
machtposition,position of power,In Afghanistan sind immer mehr bewaffnete Oppositionsgruppen aktiv. Sie fordern die Machtposition der Taliban heraus.,2026-08-15
krankenhäuser,HOSPITALS,"Das Ebola-Virus breitet sich im Kongo rasant aus. In der Millionenmetropole Kinshasa wächst die Angst vor einer gravierenden Gesundheitskrise, sagen Experten. Krankenhäuser bereiten sich so gut es geht auf Notfälle vor.",2026-08-15
organisatoren,Organizers,Sechs Stunden sollte ein Freibad vor der Berliner Volksbühne exklusiv der Schwarzen Community gehören. Nach heftiger Kritik und Drohungen haben die Organisatoren das Event nun abgesagt.,2026-08-15
landkonflikte,land conflicts,"Die Zahl der Morde an Ureinwohnern in Brasilien ist deutlich gestiegen. Ein neuer Bericht zeigt, wie Landkonflikte, illegale Eindringlinge und staatliche Versäumnisse die Gewalt gegen indigene Gemeinschaften verschärfen.",2026-08-15
eindringlinge,entry by intruders,"Die Zahl der Morde an Ureinwohnern in Brasilien ist deutlich gestiegen. Ein neuer Bericht zeigt, wie Landkonflikte, illegale Eindringlinge und staatliche Versäumnisse die Gewalt gegen indigene Gemeinschaften verschärfen.",2026-08-15
afghanischen,afghan,"Nach der Machtübernahme durch die Taliban am 15. August 2021 versprach Deutschland, alle afghanischen Ortskräfte nach Deutschland zu holen. Doch noch immer warten Menschen in Pakistan und Afghanistan auf ihre Ausreise.",2026-08-15
ureinwohnern,indigenous people,"Die Zahl der Morde an Ureinwohnern in Brasilien ist deutlich gestiegen. Ein neuer Bericht zeigt, wie Landkonflikte, illegale Eindringlinge und staatliche Versäumnisse die Gewalt gegen indigene Gemeinschaften verschärfen.",2026-08-15
versäumnisse,Absences,"Die Zahl der Morde an Ureinwohnern in Brasilien ist deutlich gestiegen. Ein neuer Bericht zeigt, wie Landkonflikte, illegale Eindringlinge und staatliche Versäumnisse die Gewalt gegen indigene Gemeinschaften verschärfen.",2026-08-15
waldbrandes,forest fires,Wegen eines Waldbrandes in der Eifel nahe der deutsch-belgischen Grenze haben rund 1800 Menschen ihre Häuser verlassen müssen. Das Feuer breitete sich in Richtung des Ortes Gey in der Gemeinde ‌Hürtgenwald aus.,2026-08-15
hürtgenwald,hürtgenwald,Wegen eines Waldbrandes in der Eifel nahe der deutsch-belgischen Grenze haben rund 1800 Menschen ihre Häuser verlassen müssen. Das Feuer breitete sich in Richtung des Ortes Gey in der Gemeinde ‌Hürtgenwald aus.,2026-08-15
ortskräfte,local workers,"Nach der Machtübernahme durch die Taliban am 15. August 2021 versprach Deutschland, alle afghanischen Ortskräfte nach Deutschland zu holen. Doch noch immer warten Menschen in Pakistan und Afghanistan auf ihre Ausreise.",2026-08-15
bewaffnete,armed,In Afghanistan sind immer mehr bewaffnete Oppositionsgruppen aktiv. Sie fordern die Machtposition der Taliban heraus.,2026-08-15
volksbühne,volksbühne,Sechs Stunden sollte ein Freibad vor der Berliner Volksbühne exklusiv der Schwarzen Community gehören. Nach heftiger Kritik und Drohungen haben die Organisatoren das Event nun abgesagt.,2026-08-15
auszählung,countdown,"Nach der Wahl eines neuen Präsidenten und eines neuen Parlaments kommt es in Sambia zu Gewalt. Die Behörden stoppen deshalb die Auszählung. Erst wenn die Sicherheitslage unter Kontrolle ist, soll es weitergehen.",2026-08-15
bestreben,Aspiration,"Spannungen mit Äthiopien stärken Eritreas Bestreben, Partnerschaften in der Region zu knüpfen, die als Gegengewicht zu Addis Abeba dienen könnten. Dabei gewinnt Eritreas Zugang zum Roten Meer zunehmend an Gewicht.",2026-08-15
ausreise,departure from the territory,"Nach der Machtübernahme durch die Taliban am 15. August 2021 versprach Deutschland, alle afghanischen Ortskräfte nach Deutschland zu holen. Doch noch immer warten Menschen in Pakistan und Afghanistan auf ihre Ausreise.",2026-08-15
kinshasa,Kinshasa,"Das Ebola-Virus breitet sich im Kongo rasant aus. In der Millionenmetropole Kinshasa wächst die Angst vor einer gravierenden Gesundheitskrise, sagen Experten. Krankenhäuser bereiten sich so gut es geht auf Notfälle vor.",2026-08-15
bereiten,prepare,"Das Ebola-Virus breitet sich im Kongo rasant aus. In der Millionenmetropole Kinshasa wächst die Angst vor einer gravierenden Gesundheitskrise, sagen Experten. Krankenhäuser bereiten sich so gut es geht auf Notfälle vor.",2026-08-15
notfälle,Emergencies,"Das Ebola-Virus breitet sich im Kongo rasant aus. In der Millionenmetropole Kinshasa wächst die Angst vor einer gravierenden Gesundheitskrise, sagen Experten. Krankenhäuser bereiten sich so gut es geht auf Notfälle vor.",2026-08-15
