German,English,Context,Date
präsidentschaftskandidaten,presidential candidate,"Hollywood und ""Hexenjagd"": Der Wahlkampf in Brasilien gleicht einem Krimi. Für den Präsidentschaftskandidaten Flavio Bolsonaro wird die Nähe zu US-Präsident Trump zunehmend zum Risikofaktor.",2026-06-20
außenpolitischen,foreign policy,Beim EU-Gipfel gibt es Ärger wegen Telefonanrufen nach Moskau. Dahinter steht die Frage: Wer spricht für die EU und ihre Staaten in außenpolitischen Fragen?,2026-06-20
abschiebezentren,deportation centres,"Flüchtlinge nicht nur als Last ansehen, sondern als Bereicherung - das fordert der UN-Hochkommissar für Flüchtlinge, Salih. In der Debatte um Abschiebezentren geht Frankreich auf Distanz. Der DW-Nachrichtenüberblick.",2026-06-20
telefonanrufen,phone calls,Beim EU-Gipfel gibt es Ärger wegen Telefonanrufen nach Moskau. Dahinter steht die Frage: Wer spricht für die EU und ihre Staaten in außenpolitischen Fragen?,2026-06-20
zukunftspläne,Plans for the future,"Die deutsche Wirtschaftsministerin setzt auf die Türkei als ""strategischen Partner"" bei Handel und Investitionen in den Energie-Sektor. In Ankara wurden Zukunftspläne geschmiedet.",2026-06-20
hochkommissar,high Commissioner,"Flüchtlinge nicht nur als Last ansehen, sondern als Bereicherung - das fordert der UN-Hochkommissar für Flüchtlinge, Salih. In der Debatte um Abschiebezentren geht Frankreich auf Distanz. Der DW-Nachrichtenüberblick.",2026-06-20
strafgericht,Criminal Justice Court,Der türkische DW-Korrespondent Alican Uludağ kommt nach drei Monaten aus der Untersuchungshaft frei. Das hat das Strafgericht in Ankara am ersten Prozesstag entschieden.,2026-06-20
risikofaktor,Risk factor,"Hollywood und ""Hexenjagd"": Der Wahlkampf in Brasilien gleicht einem Krimi. Für den Präsidentschaftskandidaten Flavio Bolsonaro wird die Nähe zu US-Präsident Trump zunehmend zum Risikofaktor.",2026-06-20
bereicherung,ENRICHMENT,"Flüchtlinge nicht nur als Last ansehen, sondern als Bereicherung - das fordert der UN-Hochkommissar für Flüchtlinge, Salih. In der Debatte um Abschiebezentren geht Frankreich auf Distanz. Der DW-Nachrichtenüberblick.",2026-06-20
geschmiedet,forged,"Die deutsche Wirtschaftsministerin setzt auf die Türkei als ""strategischen Partner"" bei Handel und Investitionen in den Energie-Sektor. In Ankara wurden Zukunftspläne geschmiedet.",2026-06-20
flüchtlinge,Refugees,"Flüchtlinge nicht nur als Last ansehen, sondern als Bereicherung - das fordert der UN-Hochkommissar für Flüchtlinge, Salih. In der Debatte um Abschiebezentren geht Frankreich auf Distanz. Der DW-Nachrichtenüberblick.",2026-06-20
prozesstag,Process day,Der türkische DW-Korrespondent Alican Uludağ kommt nach drei Monaten aus der Untersuchungshaft frei. Das hat das Strafgericht in Ankara am ersten Prozesstag entschieden.,2026-06-20
hausarrest,(continued)restriction to one's own house and compound,"Der Oppositionsführer Domingos Simões Pereira steht weiter unter Hausarrest. Sein Fall verschärft nicht nur die politische Krise in Guinea-Bissau, sondern auch den Konflikt mit Portugal und internationalen Partnern.",2026-06-20
operation,operation,Seit fast zwei Jahrzehnten erlebt Südafrika immer wieder fremdenfeindliche Gewalt. Von den tödlichen Ausschreitungen 2008 bis zum Aufstieg von Operation Dudula wurden Tausende Migranten vertrieben.,2026-06-20
hollywood,hollywood,"Hollywood und ""Hexenjagd"": Der Wahlkampf in Brasilien gleicht einem Krimi. Für den Präsidentschaftskandidaten Flavio Bolsonaro wird die Nähe zu US-Präsident Trump zunehmend zum Risikofaktor.",2026-06-20
hexenjagd,witch hunt,"Hollywood und ""Hexenjagd"": Der Wahlkampf in Brasilien gleicht einem Krimi. Für den Präsidentschaftskandidaten Flavio Bolsonaro wird die Nähe zu US-Präsident Trump zunehmend zum Risikofaktor.",2026-06-20
sensibler,more sensitive,Die Lage im Libanon gilt als sensibler Punkt für die Vereinbarung zwischen den USA und Iran. Die nun vereinbarte Waffenruhe zwischen Israel und der mit dem Iran verbündeten Hisbollah-Miliz weckt Hoffnungen.,2026-06-20
