German,English,Context,Date
doppelstaatsbürgerschaft,dual citizenship,So viele Menschen wie noch nie erhielten 2025 einen deutschen Pass. Ein Jahr zuvor waren die rechtlichen Hürden deutlich abgesenkt worden. So ist eine Doppelstaatsbürgerschaft seither grundsätzlich erlaubt.,2026-05-24
nordchinesischen,northern Chinese,"Bei einer Gasexplosion in einer Kohlemine sind in der nordchinesischen Provinz Shanxi laut Staatsmedien mindestens 90 Menschen ums Leben gekommen. Wie es zu dem Unglück kam, ist noch unklar.",2026-05-24
grundsätzlich,generally,So viele Menschen wie noch nie erhielten 2025 einen deutschen Pass. Ein Jahr zuvor waren die rechtlichen Hürden deutlich abgesenkt worden. So ist eine Doppelstaatsbürgerschaft seither grundsätzlich erlaubt.,2026-05-24
unrechtmäßig,ILLEGAL?,"Er wurde unrechtmäßig abgeschoben - und wieder in die USA gebracht. Dann klagte der Staat gegen den Mann. Sein Fall steht exemplarisch für Menschen, die von Trumps Maßnahmen gegen illegale Migration betroffen sind.",2026-05-24
exemplarisch,Example,"Er wurde unrechtmäßig abgeschoben - und wieder in die USA gebracht. Dann klagte der Staat gegen den Mann. Sein Fall steht exemplarisch für Menschen, die von Trumps Maßnahmen gegen illegale Migration betroffen sind.",2026-05-24
gasexplosion,gas explosion,"Bei einer Gasexplosion in einer Kohlemine sind in der nordchinesischen Provinz Shanxi laut Staatsmedien mindestens 90 Menschen ums Leben gekommen. Wie es zu dem Unglück kam, ist noch unklar.",2026-05-24
staatsmedien,state media,"Bei einer Gasexplosion in einer Kohlemine sind in der nordchinesischen Provinz Shanxi laut Staatsmedien mindestens 90 Menschen ums Leben gekommen. Wie es zu dem Unglück kam, ist noch unklar.",2026-05-24
ehrenamtler,volunteer,"Die deutsche Verfassung hat Geburtstag. Das Staatsoberhaupt begeht den Tag mit Bürgern, die sich für andere einsetzen. Ehrenamtler gießen aber Wasser in den Wein.",2026-05-24
beendigung,end of the line,"Während US-Präsident Trump im Weißen Haus ist, weil er an einer Vereinbarung zur Beendigung des Iran-Kriegs feilt, kommt es draußen zu einem Schusswechsel. Der Secret Service erschießt einen mutmaßlichen Angreifer.",2026-05-24
verfassung,Constitution,"Die deutsche Verfassung hat Geburtstag. Das Staatsoberhaupt begeht den Tag mit Bürgern, die sich für andere einsetzen. Ehrenamtler gießen aber Wasser in den Wein.",2026-05-24
geburtstag,Birthday,"Die deutsche Verfassung hat Geburtstag. Das Staatsoberhaupt begeht den Tag mit Bürgern, die sich für andere einsetzen. Ehrenamtler gießen aber Wasser in den Wein.",2026-05-24
überrascht,surprized,"Viele Menschen, die neu nach Deutschland kommen, sind überrascht von der hohen Zahl an Feiertagen im Frühjahr. Einer davon ist Pfingsten – ein Fest, über dessen Bedeutung jedoch oft wenig bekannt ist.",2026-05-24
feiertagen,public holidays,"Viele Menschen, die neu nach Deutschland kommen, sind überrascht von der hohen Zahl an Feiertagen im Frühjahr. Einer davon ist Pfingsten – ein Fest, über dessen Bedeutung jedoch oft wenig bekannt ist.",2026-05-24
erschießt,shot,"Während US-Präsident Trump im Weißen Haus ist, weil er an einer Vereinbarung zur Beendigung des Iran-Kriegs feilt, kommt es draußen zu einem Schusswechsel. Der Secret Service erschießt einen mutmaßlichen Angreifer.",2026-05-24
kohlemine,coal mine,"Bei einer Gasexplosion in einer Kohlemine sind in der nordchinesischen Provinz Shanxi laut Staatsmedien mindestens 90 Menschen ums Leben gekommen. Wie es zu dem Unglück kam, ist noch unklar.",2026-05-24
erhielten,have you received ?,So viele Menschen wie noch nie erhielten 2025 einen deutschen Pass. Ein Jahr zuvor waren die rechtlichen Hürden deutlich abgesenkt worden. So ist eine Doppelstaatsbürgerschaft seither grundsätzlich erlaubt.,2026-05-24
abgesenkt,Lowered,So viele Menschen wie noch nie erhielten 2025 einen deutschen Pass. Ein Jahr zuvor waren die rechtlichen Hürden deutlich abgesenkt worden. So ist eine Doppelstaatsbürgerschaft seither grundsätzlich erlaubt.,2026-05-24
pfingsten,Pentecost,"Viele Menschen, die neu nach Deutschland kommen, sind überrascht von der hohen Zahl an Feiertagen im Frühjahr. Einer davon ist Pfingsten – ein Fest, über dessen Bedeutung jedoch oft wenig bekannt ist.",2026-05-24
rasanter,faster,"Schon wieder eine Schießerei in unmittelbarer Nähe von Trump. Nach jedem vermeintlichen Angriff fluten Spekulationen in rasanter Geschwindigkeit das Netz. Was steckt hinter den Gerüchten, die Angriffe seien inszeniert?",2026-05-24
