German,English,Context,Date
gleichgeschlechtliche,same-sex,"Bald drohen im Senegal für gleichgeschlechtliche Beziehungen bis zu zehn Jahre Haft. Auch die ""Förderung"" entsprechender Handlungen kann strafbar sein. Kritiker warnen vor Folgen für Zivilgesellschaft und HIV-Prävention.",2026-03-13
zivilgesellschaft,Civil Society,"Bald drohen im Senegal für gleichgeschlechtliche Beziehungen bis zu zehn Jahre Haft. Auch die ""Förderung"" entsprechender Handlungen kann strafbar sein. Kritiker warnen vor Folgen für Zivilgesellschaft und HIV-Prävention.",2026-03-13
flüchtlingskrise,REFUGEE CRISIS,"Der sich ausweitende Krieg zwischen Israel, USA und Iran hat im Libanon eine neue Flüchtlingskrise ausgelöst. Wegen der Kämpfe wurden die Parlamentswahlen verschoben. Wie erleben die Menschen vor Ort die Eskalation?",2026-03-13
entsprechender,corresponding,"Bald drohen im Senegal für gleichgeschlechtliche Beziehungen bis zu zehn Jahre Haft. Auch die ""Förderung"" entsprechender Handlungen kann strafbar sein. Kritiker warnen vor Folgen für Zivilgesellschaft und HIV-Prävention.",2026-03-13
nordwestlichen,northwestern,Die nordwestlichen und zentralen Grenzregionen Nigerias entwickeln sich zu einem Zentrum für militante Gruppen aus dem Sahel. Die Sorge vor gewaltsamen Überfällen und der Ausbreitung von Terrorismus in der Region wächst.,2026-03-13
stabilisieren,correcting it.,Tanken ist derzeit teuer: US-Präsident Trump versucht die Preise zu stabilisieren. Ein Pilotenstreik bremst die Lufthansa. Das Wichtigste in Kürze.,2026-03-13
pilotenstreik,pilot strike,Tanken ist derzeit teuer: US-Präsident Trump versucht die Preise zu stabilisieren. Ein Pilotenstreik bremst die Lufthansa. Das Wichtigste in Kürze.,2026-03-13
grenzregionen,border regions,Die nordwestlichen und zentralen Grenzregionen Nigerias entwickeln sich zu einem Zentrum für militante Gruppen aus dem Sahel. Die Sorge vor gewaltsamen Überfällen und der Ausbreitung von Terrorismus in der Region wächst.,2026-03-13
minderheiten,Minorities,"China setzt ein Gesetz durch, das die nationale Einheit stärken soll - Kritiker warnen jedoch vor einer weiteren Aushöhlung der kulturellen Rechte von Uiguren, Tibetern, Mongolen und anderen Minderheiten.",2026-03-13
ausgerechnet,of all things.,Im Achtelfinale der Champions League trifft ausgerechnet der Ex-Bayer-Profi für den FC Arsenal gegen seinen alten Klub. Bayern München macht gegen Atalanta Bergamo schon im Hinspiel alles klar.,2026-03-13
