German,English,Context,Date
luftverkehrswirtschaft,air transport management,Die Abriegelung der Straße von Hormus infolge des Iran-Kriegs könnte einen drohenden Engpass an Flugbenzin zur Folge haben. Die Deutsche Luftverkehrswirtschaft hat einen Sieben-Punkte-Plan.,2026-04-18
terrorismusbekämpfung,Counter-terrorism,Die Zukunft des Militäreinsatzes ruandischer Truppen zur Terrorismusbekämpfung in Cabo Delgado ist ungewiss. Kigali fordert Gegenleistungen - und bringt Europa in ein strategisches Dilemma.,2026-04-18
aufenthaltserlaubnis,Temporary residence permit,Chiles neuer Präsident hat seine Ankündigung wahr gemacht: Ausländer ohne Aufenthaltserlaubnis werden abgeschoben. Alte Lufthansa-Cityline-Jets bleiben für immer am Boden. Der DW-Nachrichtenüberblick.,2026-04-18
nuklearvereinbarung,nuclear agreement,"2015 schloss US-Präsident Barack Obama die Wiener Nuklearvereinbarung mit dem Iran. US-Präsident Donald Trump stieg wenige Jahre später daraus aus. Kann es ihm jetzt gelingen, ein besseres Abkommen auszuhandeln?",2026-04-18
verfahrensfragen,Points of procedure,"Senegals Ex‑Staatschef Macky Sall will UN‑Generalsekretär werden. Doch ein AU-Votum fehlt, afrikanische Länder reagieren verhalten auf die Nominierung durch Burundi. Dabei geht es auch um Verfahrensfragen.",2026-04-18
militäreinsatzes,military operation,Die Zukunft des Militäreinsatzes ruandischer Truppen zur Terrorismusbekämpfung in Cabo Delgado ist ungewiss. Kigali fordert Gegenleistungen - und bringt Europa in ein strategisches Dilemma.,2026-04-18
abschiebepraxis,deportation practice,"Seine Amtszeit stand für eine Verschärfung der Abschiebepraxis, begleitet von Protesten nach umstrittenen Einsätzen. Zuletzt sorgte der Fall einer 86-jährigen Französin in Abschiebehaft auch international für Kritik.",2026-04-18
gegenleistungen,Compensatory measures,Die Zukunft des Militäreinsatzes ruandischer Truppen zur Terrorismusbekämpfung in Cabo Delgado ist ungewiss. Kigali fordert Gegenleistungen - und bringt Europa in ein strategisches Dilemma.,2026-04-18
staatskonzerns,state-owned companies,"Nach wochenlangem Leugnen bestätigt Mexikos Regierung: Ein Pipeline-Leck des Staatskonzerns Pemex ist Grund für angespültes Öl im Golf von Mexiko. Drei Manager wurden suspendiert, Umweltfolgen bleiben unklar.",2026-04-18
luftangriffen,airstrikes,Wegen des Iran-Kriegs ist die Meerenge zwischen der Arabischen Halbinsel und dem Iran kaum passierbar. Neben Luftangriffen droht eine weitere Gefahr: Seeminen. Treiben solche Sprengsätze bereits im Meer?,2026-04-18
abschiebehaft,Immigration detention,"Seine Amtszeit stand für eine Verschärfung der Abschiebepraxis, begleitet von Protesten nach umstrittenen Einsätzen. Zuletzt sorgte der Fall einer 86-jährigen Französin in Abschiebehaft auch international für Kritik.",2026-04-18
strategisches,STRATEGIC,Die Zukunft des Militäreinsatzes ruandischer Truppen zur Terrorismusbekämpfung in Cabo Delgado ist ungewiss. Kigali fordert Gegenleistungen - und bringt Europa in ein strategisches Dilemma.,2026-04-18
auszuhandeln,online.,"2015 schloss US-Präsident Barack Obama die Wiener Nuklearvereinbarung mit dem Iran. US-Präsident Donald Trump stieg wenige Jahre später daraus aus. Kann es ihm jetzt gelingen, ein besseres Abkommen auszuhandeln?",2026-04-18
verschärfung,aggravation,"Seine Amtszeit stand für eine Verschärfung der Abschiebepraxis, begleitet von Protesten nach umstrittenen Einsätzen. Zuletzt sorgte der Fall einer 86-jährigen Französin in Abschiebehaft auch international für Kritik.",2026-04-18
neujahrsfest,New Year celebration,"Die Militärführung in Myanmar hat zum Neujahrsfest Tausende Häftlinge freigelassen, Todesurteile in Haft umgewandelt und Strafen verkürzt. Auch prominente Gefangene profitieren, doch die politische Krise bleibt bestehen.",2026-04-18
freigelassen,Released,"Die Militärführung in Myanmar hat zum Neujahrsfest Tausende Häftlinge freigelassen, Todesurteile in Haft umgewandelt und Strafen verkürzt. Auch prominente Gefangene profitieren, doch die politische Krise bleibt bestehen.",2026-04-18
todesurteile,death sentences,"Die Militärführung in Myanmar hat zum Neujahrsfest Tausende Häftlinge freigelassen, Todesurteile in Haft umgewandelt und Strafen verkürzt. Auch prominente Gefangene profitieren, doch die politische Krise bleibt bestehen.",2026-04-18
