German,English,Context,Date
heimatschutzministerin,minister of Homeland Security,Nach dem brutalen Vorgehen von US-Beamten in der Migrationspolitik geriet Heimatschutzministerin Kristi Noem unter Druck. Die USA erlauben Indien jetzt den Kauf von russischem Erdöl. Das Wichtigste in Kürze.,2026-03-07
übergangsregierung,Provisional government,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
flüchtlingszahlen,refugee numbers,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
migrationspolitik,Migration policy,Nach dem brutalen Vorgehen von US-Beamten in der Migrationspolitik geriet Heimatschutzministerin Kristi Noem unter Druck. Die USA erlauben Indien jetzt den Kauf von russischem Erdöl. Das Wichtigste in Kürze.,2026-03-07
parlamentswahlen,parliamentary elections,Im Kosovo stehen erneut vorgezogene Parlamentswahlen an. Grund ist ein eskalierter Streit um das nächste Staatsoberhaupt.,2026-03-07
museumsdirektor,MUSEUM DIRECTOR,"Ein riesiges geologisches Archiv sorgt für Streit: Das US-Bergbau-Startup KoBold Metals will die Daten für den Kongo digitalisieren. Das belgische Afrika-Museum lehnt ab. Museumsdirektor Bart Ouvry erklärt der DW, warum.",2026-03-07
außenpolitische,foreign policy,"Ungarns Premier Viktor Orban will seine Macht retten und erfindet im Wahlkampf daher fiktive außenpolitische Bedrohungen - vor allem aus der Ukraine. Daraus wird nun eine reale politische Krise, die auch Europa betrifft.",2026-03-07
venezolanische,Venezuelan,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
wiederaufnahme,Retake,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
diplomatischen,diplomatic,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
konsularischen,consular,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
digitalisieren,digitize,"Ein riesiges geologisches Archiv sorgt für Streit: Das US-Bergbau-Startup KoBold Metals will die Daten für den Kongo digitalisieren. Das belgische Afrika-Museum lehnt ab. Museumsdirektor Bart Ouvry erklärt der DW, warum.",2026-03-07
kriegsverlauf,Progress of the war,"Die Zukunft des Iran ist völlig offen - und hängt nicht zuletzt auch vom weiteren Kriegsverlauf ab. Wir erklären verschiedene Szenarien, wie es danach weitergehen könnte.",2026-03-07
gegenseitigen,Mutual recognition procedure,"Eine Woche nach Beginn des bewaffneten Konflikts zwischen den USA, Israel und dem Iran ist kein Ende in Sicht. Die gegenseitigen Angriffe gehen weiter. Auch an einer anderen Front eskaliert die Lage.",2026-03-07
flächenbrand,conflagration,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
landtagswahl,state election,Aus der Landtagswahl in Baden-Württemberg am 8. März könnte die CDU als Sieger hervorgehen. Nach 15 Jahren mit einem grünen Regierungschef. Aber der Vorsprung vor den Grünen ist denkbar gering.,2026-03-07
geologisches,geological,"Ein riesiges geologisches Archiv sorgt für Streit: Das US-Bergbau-Startup KoBold Metals will die Daten für den Kongo digitalisieren. Das belgische Afrika-Museum lehnt ab. Museumsdirektor Bart Ouvry erklärt der DW, warum.",2026-03-07
weitergehen,Put this silence on me.,"Die Zukunft des Iran ist völlig offen - und hängt nicht zuletzt auch vom weiteren Kriegsverlauf ab. Wir erklären verschiedene Szenarien, wie es danach weitergehen könnte.",2026-03-07
vorgezogene,preferred,Im Kosovo stehen erneut vorgezogene Parlamentswahlen an. Grund ist ein eskalierter Streit um das nächste Staatsoberhaupt.,2026-03-07
eskalierter,escalated,Im Kosovo stehen erneut vorgezogene Parlamentswahlen an. Grund ist ein eskalierter Streit um das nächste Staatsoberhaupt.,2026-03-07
abgebrochen,cancelled,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
bewaffneten,armed,"Eine Woche nach Beginn des bewaffneten Konflikts zwischen den USA, Israel und dem Iran ist kein Ende in Sicht. Die gegenseitigen Angriffe gehen weiter. Auch an einer anderen Front eskaliert die Lage.",2026-03-07
württemberg,Württemberg,Aus der Landtagswahl in Baden-Württemberg am 8. März könnte die CDU als Sieger hervorgehen. Nach 15 Jahren mit einem grünen Regierungschef. Aber der Vorsprung vor den Grünen ist denkbar gering.,2026-03-07
hervorgehen,emerge,Aus der Landtagswahl in Baden-Württemberg am 8. März könnte die CDU als Sieger hervorgehen. Nach 15 Jahren mit einem grünen Regierungschef. Aber der Vorsprung vor den Grünen ist denkbar gering.,2026-03-07
kurdischer,kurdish,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
vereinbart,.,Die USA und die venezolanische Übergangsregierung haben die Wiederaufnahme ihrer diplomatischen und konsularischen Beziehungen vereinbart. Diese waren 2019 abgebrochen worden.,2026-03-07
russischem,russian,Nach dem brutalen Vorgehen von US-Beamten in der Migrationspolitik geriet Heimatschutzministerin Kristi Noem unter Druck. Die USA erlauben Indien jetzt den Kauf von russischem Erdöl. Das Wichtigste in Kürze.,2026-03-07
erstarken,strengthen,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
steigende,Ascending,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
szenarien,Scenarios,"Die Zukunft des Iran ist völlig offen - und hängt nicht zuletzt auch vom weiteren Kriegsverlauf ab. Wir erklären verschiedene Szenarien, wie es danach weitergehen könnte.",2026-03-07
konflikts,conflict,"Eine Woche nach Beginn des bewaffneten Konflikts zwischen den USA, Israel und dem Iran ist kein Ende in Sicht. Die gegenseitigen Angriffe gehen weiter. Auch an einer anderen Front eskaliert die Lage.",2026-03-07
belgische,Belgian,"Ein riesiges geologisches Archiv sorgt für Streit: Das US-Bergbau-Startup KoBold Metals will die Daten für den Kongo digitalisieren. Das belgische Afrika-Museum lehnt ab. Museumsdirektor Bart Ouvry erklärt der DW, warum.",2026-03-07
wahlkampf,Election campaign,"Ungarns Premier Viktor Orban will seine Macht retten und erfindet im Wahlkampf daher fiktive außenpolitische Bedrohungen - vor allem aus der Ukraine. Daraus wird nun eine reale politische Krise, die auch Europa betrifft.",2026-03-07
grafiken,graphics,"Die Spannungen im Nahen Osten haben sich seit den Angriffen der USA und Israels auf den Iran verschärft. Diese Grafiken und Karten helfen, den Krieg und seine Auswirkungen zu verstehen.",2026-03-07
direkter,Direct,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
fürchtet,fears,"Als direkter Nachbar des Iran blickt die Türkei mit Sorge auf die Eskalation im Nahen Osten. Ankara fürchtet einen Flächenbrand in der Region, das Erstarken kurdischer Gruppen und steigende Flüchtlingszahlen.",2026-03-07
weiteren,more,"Die Zukunft des Iran ist völlig offen - und hängt nicht zuletzt auch vom weiteren Kriegsverlauf ab. Wir erklären verschiedene Szenarien, wie es danach weitergehen könnte.",2026-03-07
erklären,to explain,"Die Zukunft des Iran ist völlig offen - und hängt nicht zuletzt auch vom weiteren Kriegsverlauf ab. Wir erklären verschiedene Szenarien, wie es danach weitergehen könnte.",2026-03-07
brutalen,brutal,Nach dem brutalen Vorgehen von US-Beamten in der Migrationspolitik geriet Heimatschutzministerin Kristi Noem unter Druck. Die USA erlauben Indien jetzt den Kauf von russischem Erdöl. Das Wichtigste in Kürze.,2026-03-07
vorgehen,Context matters.,Nach dem brutalen Vorgehen von US-Beamten in der Migrationspolitik geriet Heimatschutzministerin Kristi Noem unter Druck. Die USA erlauben Indien jetzt den Kauf von russischem Erdöl. Das Wichtigste in Kürze.,2026-03-07
erlauben,allow,Nach dem brutalen Vorgehen von US-Beamten in der Migrationspolitik geriet Heimatschutzministerin Kristi Noem unter Druck. Die USA erlauben Indien jetzt den Kauf von russischem Erdöl. Das Wichtigste in Kürze.,2026-03-07
riesiges,huge,"Ein riesiges geologisches Archiv sorgt für Streit: Das US-Bergbau-Startup KoBold Metals will die Daten für den Kongo digitalisieren. Das belgische Afrika-Museum lehnt ab. Museumsdirektor Bart Ouvry erklärt der DW, warum.",2026-03-07
erfindet,invents,"Ungarns Premier Viktor Orban will seine Macht retten und erfindet im Wahlkampf daher fiktive außenpolitische Bedrohungen - vor allem aus der Ukraine. Daraus wird nun eine reale politische Krise, die auch Europa betrifft.",2026-03-07
