German,English,Context,Date
energieabhängigkeit,energy dependency,"Während die USA auf Verhandlungen hoffen, setzt der Iran auf Zeit, Energieabhängigkeit und vor allem auf die Meeresenge von Hormus.",2026-04-25
handelsschifffahrt,merchant shipping,"Frankreich und Großbritannien treiben eine multinationale Marinemission zum Schutz der Handelsschifffahrt in der Straße von Hormus voran. Offen ist, wie groß der Einsatz werden soll.",2026-04-25
venezolanischen,venezuelan,Ein US-Soldat ist wegen mutmaßlicher Insiderwetten angeklagt worden. Laut Justiz nutzte er auf Polymarket vertrauliche Informationen über die Festnahme des venezolanischen Ex-Staatschefs Nicolás Maduro.,2026-04-25
multinationale,multinational,"Frankreich und Großbritannien treiben eine multinationale Marinemission zum Schutz der Handelsschifffahrt in der Straße von Hormus voran. Offen ist, wie groß der Einsatz werden soll.",2026-04-25
bekanntgegeben,provided,Kurz vor dem Auslaufen der brüchigen Feuerpause hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. Investitionen in KI führen bei Meta zu einem weitreichenden Stellenabbau. Der DW-Nachrichtenüberblick.,2026-04-25
weitreichenden,far-reaching,Kurz vor dem Auslaufen der brüchigen Feuerpause hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. Investitionen in KI führen bei Meta zu einem weitreichenden Stellenabbau. Der DW-Nachrichtenüberblick.,2026-04-25
marinemission,naval mission,"Frankreich und Großbritannien treiben eine multinationale Marinemission zum Schutz der Handelsschifffahrt in der Straße von Hormus voran. Offen ist, wie groß der Einsatz werden soll.",2026-04-25
insiderwetten,insider bets,Ein US-Soldat ist wegen mutmaßlicher Insiderwetten angeklagt worden. Laut Justiz nutzte er auf Polymarket vertrauliche Informationen über die Festnahme des venezolanischen Ex-Staatschefs Nicolás Maduro.,2026-04-25
kommunikation,communication,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
dieselpreise,diesel prices,Wegen des Iran-Kriegs sind die Benzin- und Dieselpreise auch in Deutschland extrem gestiegen. Bundestag und Bundesrat haben nun einen Tankrabatt zum 1. Mai beschlossen. Die Maßnahme soll zwei Monate lang gelten.,2026-04-25
mutmaßlicher,presumptive,Ein US-Soldat ist wegen mutmaßlicher Insiderwetten angeklagt worden. Laut Justiz nutzte er auf Polymarket vertrauliche Informationen über die Festnahme des venezolanischen Ex-Staatschefs Nicolás Maduro.,2026-04-25
vertrauliche,confidential,Ein US-Soldat ist wegen mutmaßlicher Insiderwetten angeklagt worden. Laut Justiz nutzte er auf Polymarket vertrauliche Informationen über die Festnahme des venezolanischen Ex-Staatschefs Nicolás Maduro.,2026-04-25
verlängerung,Renewal,Kurz vor dem Auslaufen der brüchigen Feuerpause hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. Investitionen in KI führen bei Meta zu einem weitreichenden Stellenabbau. Der DW-Nachrichtenüberblick.,2026-04-25
stellenabbau,Suppression de postes,Kurz vor dem Auslaufen der brüchigen Feuerpause hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. Investitionen in KI führen bei Meta zu einem weitreichenden Stellenabbau. Der DW-Nachrichtenüberblick.,2026-04-25
geschmacklos,tasteless,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
alltäglichen,everyday,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
belegschaft,Workforce,"Der Facebook- und Instagram-Konzern Meta will rund zehn Prozent seiner Belegschaft entlassen. Die Maßnahme betrifft etwa 8000 Mitarbeiter, zudem bleiben 6000 Stellen unbesetzt. KI soll es künftig richten.",2026-04-25
mitarbeiter,employees,"Der Facebook- und Instagram-Konzern Meta will rund zehn Prozent seiner Belegschaft entlassen. Die Maßnahme betrifft etwa 8000 Mitarbeiter, zudem bleiben 6000 Stellen unbesetzt. KI soll es künftig richten.",2026-04-25
wahrnehmung,Perception,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
sozialismus,Socialism,Einst galt Venezuela als wichtiger Standort der deutschen Industrie. Nach fast 30 Jahren Sozialismus sind nur noch eine Hand voll deutscher Unternehmen dort aktiv. Doch das könnte sich ändern.,2026-04-25
meeresenge,strait of,"Während die USA auf Verhandlungen hoffen, setzt der Iran auf Zeit, Energieabhängigkeit und vor allem auf die Meeresenge von Hormus.",2026-04-25
tankrabatt,tank discount,Wegen des Iran-Kriegs sind die Benzin- und Dieselpreise auch in Deutschland extrem gestiegen. Bundestag und Bundesrat haben nun einen Tankrabatt zum 1. Mai beschlossen. Die Maßnahme soll zwei Monate lang gelten.,2026-04-25
polymarket,polymarket,Ein US-Soldat ist wegen mutmaßlicher Insiderwetten angeklagt worden. Laut Justiz nutzte er auf Polymarket vertrauliche Informationen über die Festnahme des venezolanischen Ex-Staatschefs Nicolás Maduro.,2026-04-25
bundesrat,Federal Council,Wegen des Iran-Kriegs sind die Benzin- und Dieselpreise auch in Deutschland extrem gestiegen. Bundestag und Bundesrat haben nun einen Tankrabatt zum 1. Mai beschlossen. Die Maßnahme soll zwei Monate lang gelten.,2026-04-25
angeklagt,##,Ein US-Soldat ist wegen mutmaßlicher Insiderwetten angeklagt worden. Laut Justiz nutzte er auf Polymarket vertrauliche Informationen über die Festnahme des venezolanischen Ex-Staatschefs Nicolás Maduro.,2026-04-25
entlassen,layingoff,"Der Facebook- und Instagram-Konzern Meta will rund zehn Prozent seiner Belegschaft entlassen. Die Maßnahme betrifft etwa 8000 Mitarbeiter, zudem bleiben 6000 Stellen unbesetzt. KI soll es künftig richten.",2026-04-25
unbesetzt,Vacant,"Der Facebook- und Instagram-Konzern Meta will rund zehn Prozent seiner Belegschaft entlassen. Die Maßnahme betrifft etwa 8000 Mitarbeiter, zudem bleiben 6000 Stellen unbesetzt. KI soll es künftig richten.",2026-04-25
auslaufen,Expire,Kurz vor dem Auslaufen der brüchigen Feuerpause hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. Investitionen in KI führen bei Meta zu einem weitreichenden Stellenabbau. Der DW-Nachrichtenüberblick.,2026-04-25
brüchigen,brittle,Kurz vor dem Auslaufen der brüchigen Feuerpause hat US-Präsident Donald Trump ihre Verlängerung bekanntgegeben. Investitionen in KI führen bei Meta zu einem weitreichenden Stellenabbau. Der DW-Nachrichtenüberblick.,2026-04-25
provokant,provocative,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
bisweilen,Occasionally,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
mächtiges,Powerful {0},"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
unbemerkt,unnoticed,"Sie sind lustig, provokant und bisweilen geschmacklos. Memes sind Teil unserer alltäglichen Kommunikation geworden und zugleich ein mächtiges politisches Werkzeug, denn sie formen Wahrnehmung - und das meist unbemerkt.",2026-04-25
industrie,industry,Einst galt Venezuela als wichtiger Standort der deutschen Industrie. Nach fast 30 Jahren Sozialismus sind nur noch eine Hand voll deutscher Unternehmen dort aktiv. Doch das könnte sich ändern.,2026-04-25
deutscher,german,Einst galt Venezuela als wichtiger Standort der deutschen Industrie. Nach fast 30 Jahren Sozialismus sind nur noch eine Hand voll deutscher Unternehmen dort aktiv. Doch das könnte sich ändern.,2026-04-25
