German,English,Context,Date
immunschwächekrankheit,immunodeficiency disease,UN-Generalsekretär António Guterres hat die Welt zu einem weiteren entschlossenen Kampf gegen HIV-AIDS aufgerufen. Finanzkürzungen schwächen die Anstrengungen gegen die Immunschwächekrankheit.,2026-06-24
tragflächenelementen,airfoil elements,Probleme beim Riesen-Airbus A380: Manche Maschinen haben Risse an Tragflächenelementen. Der US-Senat stimmt gegen Donald Trumps eigenmächtige Iran-Kriegsführung. Der DW-Nachrichtenüberblick.,2026-06-24
beliebtheitswerten,popularity ratings,Bundeskanzler Friedrich Merz kämpft mit schlechten Beliebtheitswerten. Woran liegt das? Rhetorik-Professor Olaf Kramer von der Universität Tübingen hat seine Reden analysiert.,2026-06-24
prodemokratische,pro-democracy,"Bevor er zu 20 Jahren Haft verurteilt wurde, führte Jimmy Lai Hongkongs größte prodemokratische Zeitung. Sein Sohn nahm den Preis der DW entgegen und erklärte, wer für die Freiheit anderer kämpfe, sei ""niemals allein"".",2026-06-24
unzufriedenheit,Dissatisfaction,Findet der Bundeskanzler nicht die richtigen Worte? Was sagen Experten zur Unzufriedenheit der meisten Deutschen mit Friedrich Merz? Und wie könnte eine Wende gelingen?,2026-06-24
volkswirtschaft,Economics,"In der größten Volkswirtschaft Europas könnte das Rentensystem grundlegend umgebaut werden: Eine Expertenkommission hat umfassende Vorschläge vorgelegt, die Kanzler Friedrich Merz rasch umsetzen will.",2026-06-24
finanzkürzungen,financial cuts,UN-Generalsekretär António Guterres hat die Welt zu einem weiteren entschlossenen Kampf gegen HIV-AIDS aufgerufen. Finanzkürzungen schwächen die Anstrengungen gegen die Immunschwächekrankheit.,2026-06-24
technologischen,technological,In international renommierten Rankings hat China den Dauerrivalen USA als Hightech-Nation abgelöst. Mit der technologischen Führung will Peking auf der Weltbühne seinen Einfluss sichern. Und das nicht nur auf der Erde.,2026-06-24
proeuropäische,pro-European,Die politische Krise in dem EU- und NATO-Land wird zur Hängepartie. Eigentlich sollte der proeuropäische Politiker Adrian Vestea Rumäniens künftige Regierung anführen - doch das Parlament stellt sich quer.,2026-06-24
entschlossenen,determined,UN-Generalsekretär António Guterres hat die Welt zu einem weiteren entschlossenen Kampf gegen HIV-AIDS aufgerufen. Finanzkürzungen schwächen die Anstrengungen gegen die Immunschwächekrankheit.,2026-06-24
eigenmächtige,unauthorized,Probleme beim Riesen-Airbus A380: Manche Maschinen haben Risse an Tragflächenelementen. Der US-Senat stimmt gegen Donald Trumps eigenmächtige Iran-Kriegsführung. Der DW-Nachrichtenüberblick.,2026-06-24
anstrengungen,efforts,UN-Generalsekretär António Guterres hat die Welt zu einem weiteren entschlossenen Kampf gegen HIV-AIDS aufgerufen. Finanzkürzungen schwächen die Anstrengungen gegen die Immunschwächekrankheit.,2026-06-24
