German,English,Context,Date
schwedendemokraten,sweden Democrats,Der Ausgang der Parlamentswahl in Schweden ist nach der Auszählung fast aller Stimmen noch völlig ungewiss. Die rechtspopulistischen Schwedendemokraten mussten Verluste hinnehmen.,2026-09-14
mönchengladbach,Mönchengladbach,"Der schlechteste Saisonstart in der Klub-Historie war erst wenige Stunden alt, da schuf Borussia Mönchengladbach Fakten. Nach nur drei Spieltagen verkündet der Verein einen Trainerwechsel - wie schon im Vorjahr.",2026-09-14
trainerwechsel,Manager Movements,"Der schlechteste Saisonstart in der Klub-Historie war erst wenige Stunden alt, da schuf Borussia Mönchengladbach Fakten. Nach nur drei Spieltagen verkündet der Verein einen Trainerwechsel - wie schon im Vorjahr.",2026-09-14
fährunglücks,ferrielücks,"Hunderte Retter kämpfen gegen die Zeit, um noch Überlebende des Fährunglücks in der Javasee zu finden. Vermutlich sind noch Menschen im Innenraum des gekenterten Schiffs eingeschlossen.",2026-09-14
trilateralen,trilateral,"Statements aus Russland und der Ukraine lassen die Hoffnung aufkeimen, dass die trilateralen Verhandlungen unter Vermittlung der USA bald fortgesetzt werden. Für Aufregung sorgt derweil ein Drohnen-Angriff auf einen Zug.",2026-09-14
schlechteste,Worst,"Der schlechteste Saisonstart in der Klub-Historie war erst wenige Stunden alt, da schuf Borussia Mönchengladbach Fakten. Nach nur drei Spieltagen verkündet der Verein einen Trainerwechsel - wie schon im Vorjahr.",2026-09-14
binnenmarkt,Internal market,Premier Carney bringt eine engere Anbindung Kanadas an den EU-Binnenmarkt ins Spiel. Bei der Wahl in Schweden liefern sich Regierung und Opposition ein knappes Rennen. Der DW-Nachrichtenüberblick.,2026-09-14
saisonstart,Date From,"Der schlechteste Saisonstart in der Klub-Historie war erst wenige Stunden alt, da schuf Borussia Mönchengladbach Fakten. Nach nur drei Spieltagen verkündet der Verein einen Trainerwechsel - wie schon im Vorjahr.",2026-09-14
statements,Statements,"Statements aus Russland und der Ukraine lassen die Hoffnung aufkeimen, dass die trilateralen Verhandlungen unter Vermittlung der USA bald fortgesetzt werden. Für Aufregung sorgt derweil ein Drohnen-Angriff auf einen Zug.",2026-09-14
spieltagen,match days,"Der schlechteste Saisonstart in der Klub-Historie war erst wenige Stunden alt, da schuf Borussia Mönchengladbach Fakten. Nach nur drei Spieltagen verkündet der Verein einen Trainerwechsel - wie schon im Vorjahr.",2026-09-14
innenraum,Interior,"Hunderte Retter kämpfen gegen die Zeit, um noch Überlebende des Fährunglücks in der Javasee zu finden. Vermutlich sind noch Menschen im Innenraum des gekenterten Schiffs eingeschlossen.",2026-09-14
anbindung,integration,Premier Carney bringt eine engere Anbindung Kanadas an den EU-Binnenmarkt ins Spiel. Bei der Wahl in Schweden liefern sich Regierung und Opposition ein knappes Rennen. Der DW-Nachrichtenüberblick.,2026-09-14
aufkeimen,sprouting,"Statements aus Russland und der Ukraine lassen die Hoffnung aufkeimen, dass die trilateralen Verhandlungen unter Vermittlung der USA bald fortgesetzt werden. Für Aufregung sorgt derweil ein Drohnen-Angriff auf einen Zug.",2026-09-14
aufregung,Excitement,"Statements aus Russland und der Ukraine lassen die Hoffnung aufkeimen, dass die trilateralen Verhandlungen unter Vermittlung der USA bald fortgesetzt werden. Für Aufregung sorgt derweil ein Drohnen-Angriff auf einen Zug.",2026-09-14
