German,English,Context,Date
verhandlungsabschnitts,negotiation section,Nach fast zwei Jahren Stillstand kommt Bewegung in den EU-Beitrittsprozess der Ukraine und Moldaus. Ein Abkommen über die Rechte der ungarischen Minderheit ebnet den Weg für den Start des ersten Verhandlungsabschnitts.,2026-06-04
beitrittskandidaten,Candidate Countries,"Die EU hat die Aufnahme neuer Mitgliedsstaaten zur Priorität gemacht. Ein neuer Bericht zeigt, wie groß die Unterschiede zwischen den einzelnen Beitrittskandidaten sind. Die wichtigsten Fragen und Antworten.",2026-06-04
studentenanführer,student leader,"Am 4. Juni 1989 schossen Soldaten auf friedliche Demonstranten mitten in Peking. Tausende Menschen starben. Ex-Studentenanführer Wuer Kaixi spricht über seinen Kampf für Demokratie und den hohen Preis, den er zahlen muss",2026-06-04
mitgliedsstaaten,Member States,"Die EU hat die Aufnahme neuer Mitgliedsstaaten zur Priorität gemacht. Ein neuer Bericht zeigt, wie groß die Unterschiede zwischen den einzelnen Beitrittskandidaten sind. Die wichtigsten Fragen und Antworten.",2026-06-04
niedrigpreisen,low prices,"Die Tat wirft ein Schlaglicht auf die Bedingungen, unter denen für Europas Supermärkte Agrar-Erzeugnisse zu Niedrigpreisen produziert werden. Ein katholischer Bischof klagt an.",2026-06-04
zurückdrängen,REPULSE,Die Regierungen in Israel und Libanon wollen die Terrormiliz Hisbollah zurückdrängen. Nach der Abstrafung Deutschlands bei den UN werden Forderungen nach Konsequenzen laut. Der DW-Nachrichtenüberblick.,2026-06-04
verschiedenen,various finishes and,In Kuwait wurde mindestens ein Mensch getötet. Die OECD sieht gravierende Auswirkungen des Konflikts auf die Weltwirtschaft. In neuen Prognosen geht die Organisation von zwei verschiedenen Szenarien aus.,2026-06-04
demonstranten,Protestors.,"Am 4. Juni 1989 schossen Soldaten auf friedliche Demonstranten mitten in Peking. Tausende Menschen starben. Ex-Studentenanführer Wuer Kaixi spricht über seinen Kampf für Demokratie und den hohen Preis, den er zahlen muss",2026-06-04
unterschiede,Differences,"Die EU hat die Aufnahme neuer Mitgliedsstaaten zur Priorität gemacht. Ein neuer Bericht zeigt, wie groß die Unterschiede zwischen den einzelnen Beitrittskandidaten sind. Die wichtigsten Fragen und Antworten.",2026-06-04
katholischer,catholic,"Die Tat wirft ein Schlaglicht auf die Bedingungen, unter denen für Europas Supermärkte Agrar-Erzeugnisse zu Niedrigpreisen produziert werden. Ein katholischer Bischof klagt an.",2026-06-04
schlaglicht,highlighted,"Die Tat wirft ein Schlaglicht auf die Bedingungen, unter denen für Europas Supermärkte Agrar-Erzeugnisse zu Niedrigpreisen produziert werden. Ein katholischer Bischof klagt an.",2026-06-04
supermärkte,Supermarkets,"Die Tat wirft ein Schlaglicht auf die Bedingungen, unter denen für Europas Supermärkte Agrar-Erzeugnisse zu Niedrigpreisen produziert werden. Ein katholischer Bischof klagt an.",2026-06-04
erzeugnisse,products,"Die Tat wirft ein Schlaglicht auf die Bedingungen, unter denen für Europas Supermärkte Agrar-Erzeugnisse zu Niedrigpreisen produziert werden. Ein katholischer Bischof klagt an.",2026-06-04
wählergunst,voter favour,"Während CDU/CSU in der Wählergunst verlieren, kann sich die Fußball-Nationalmannschaft freuen: Mehr Deutsche trauen ihr einen Sieg bei der Fußball-Weltmeisterschaft zu.",2026-06-04
stillstand,Standstill,Nach fast zwei Jahren Stillstand kommt Bewegung in den EU-Beitrittsprozess der Ukraine und Moldaus. Ein Abkommen über die Rechte der ungarischen Minderheit ebnet den Weg für den Start des ersten Verhandlungsabschnitts.,2026-06-04
minderheit,minority,Nach fast zwei Jahren Stillstand kommt Bewegung in den EU-Beitrittsprozess der Ukraine und Moldaus. Ein Abkommen über die Rechte der ungarischen Minderheit ebnet den Weg für den Start des ersten Verhandlungsabschnitts.,2026-06-04
abstrafung,punishment,Die Regierungen in Israel und Libanon wollen die Terrormiliz Hisbollah zurückdrängen. Nach der Abstrafung Deutschlands bei den UN werden Forderungen nach Konsequenzen laut. Der DW-Nachrichtenüberblick.,2026-06-04
produziert,produced,"Die Tat wirft ein Schlaglicht auf die Bedingungen, unter denen für Europas Supermärkte Agrar-Erzeugnisse zu Niedrigpreisen produziert werden. Ein katholischer Bischof klagt an.",2026-06-04
friedliche,Peaceful.,"Am 4. Juni 1989 schossen Soldaten auf friedliche Demonstranten mitten in Peking. Tausende Menschen starben. Ex-Studentenanführer Wuer Kaixi spricht über seinen Kampf für Demokratie und den hohen Preis, den er zahlen muss",2026-06-04
priorität,Priority,"Die EU hat die Aufnahme neuer Mitgliedsstaaten zur Priorität gemacht. Ein neuer Bericht zeigt, wie groß die Unterschiede zwischen den einzelnen Beitrittskandidaten sind. Die wichtigsten Fragen und Antworten.",2026-06-04
einzelnen,individual,"Die EU hat die Aufnahme neuer Mitgliedsstaaten zur Priorität gemacht. Ein neuer Bericht zeigt, wie groß die Unterschiede zwischen den einzelnen Beitrittskandidaten sind. Die wichtigsten Fragen und Antworten.",2026-06-04
wahlkrimi,electoral thriller,"Deutschland, Portugal und Österreich: Drei europäische Länder wollten ins höchste UN-Gremium. Nur zwei Sitze waren frei. Der Weg dorthin: ein Wahlkrimi.",2026-06-04
