German,English,Context,Date
verkehrsemissionen,traffic emissions,"Strengere Regeln haben Industrie- und Verkehrsemissionen gesenkt. Doch giftiger Brandrauch, bodennahes Ozon und kaum überwachte Schadstoffe wie Ruß und Mikroplastik schaffen neue Gesundheitsrisiken.",2026-09-07
gesundheitsrisiken,Health risks,"Strengere Regeln haben Industrie- und Verkehrsemissionen gesenkt. Doch giftiger Brandrauch, bodennahes Ozon und kaum überwachte Schadstoffe wie Ruß und Mikroplastik schaffen neue Gesundheitsrisiken.",2026-09-07
friedensinitiative,peace initiative,"Die AfD gewinnt die Landtagswahl mit großem Vorsprung, verpasst aber die absolute Mehrheit. Auch die jüngste Friedensinitiative der USA in Moskau und Kyjiw endet ohne erkennbaren Durchbruch. Der DW-Nachrichtenüberblick.",2026-09-07
ablenkungsmanöver,distraction manoeuvre,Nach dem Golf von Mexiko und dem Ontariosee nimmt der US-Präsident nun einen Bundesstaat ins Visier. Die demokratische Gouverneurin reagiert scharf - und wirft Trump ein Ablenkungsmanöver vor.,2026-09-07
wasserverbrauch,Water consumption,"Europa muss sich auf heißer und trockener werdende Jahre einstellen. Doch wie kann der Wasserverbrauch wirklich gesenkt werden? Reicht es, das Befüllen von privaten Pools zu verbieten, oder muss mehr getan werden?",2026-09-07
rekordergebnis,record result,"Das AfD-Rekordergebnis bei der Landtagswahl hat viele Gründe: der gelungene Wahlkampf, der unbeliebte Bundeskanzler und Zugewinne unter Nichtwählern. Eine Analyse.",2026-09-07
vorangekommen,advanced,"Drei Jahre nach dem schweren Erdbeben ist der Wiederaufbau in Marokko vorangekommen. Doch einige Betroffene leben noch immer in Zelten - und die Frage bleibt, ob die staatliche Hilfe ausreicht.",2026-09-07
nichtwählern,non-voters,"Das AfD-Rekordergebnis bei der Landtagswahl hat viele Gründe: der gelungene Wahlkampf, der unbeliebte Bundeskanzler und Zugewinne unter Nichtwählern. Eine Analyse.",2026-09-07
gouverneurin,governor,Nach dem Golf von Mexiko und dem Ontariosee nimmt der US-Präsident nun einen Bundesstaat ins Visier. Die demokratische Gouverneurin reagiert scharf - und wirft Trump ein Ablenkungsmanöver vor.,2026-09-07
mikroplastik,MICROPLASTICS,"Strengere Regeln haben Industrie- und Verkehrsemissionen gesenkt. Doch giftiger Brandrauch, bodennahes Ozon und kaum überwachte Schadstoffe wie Ruß und Mikroplastik schaffen neue Gesundheitsrisiken.",2026-09-07
pflanzenwelt,plant life,"Steigende Temperaturen seit den 1980er-Jahren führen dazu, dass die Pflanzenwelt in europäischen Gebirgen artenreicher wird. Doch es gibt auch Verlierer, wie eine neue Studie aufzeigt.",2026-09-07
artenreicher,more species-rich,"Steigende Temperaturen seit den 1980er-Jahren führen dazu, dass die Pflanzenwelt in europäischen Gebirgen artenreicher wird. Doch es gibt auch Verlierer, wie eine neue Studie aufzeigt.",2026-09-07
erkennbaren,on the,"Die AfD gewinnt die Landtagswahl mit großem Vorsprung, verpasst aber die absolute Mehrheit. Auch die jüngste Friedensinitiative der USA in Moskau und Kyjiw endet ohne erkennbaren Durchbruch. Der DW-Nachrichtenüberblick.",2026-09-07
unbeliebte,unpopular,"Das AfD-Rekordergebnis bei der Landtagswahl hat viele Gründe: der gelungene Wahlkampf, der unbeliebte Bundeskanzler und Zugewinne unter Nichtwählern. Eine Analyse.",2026-09-07
ontariosee,Lake Ontario,Nach dem Golf von Mexiko und dem Ontariosee nimmt der US-Präsident nun einen Bundesstaat ins Visier. Die demokratische Gouverneurin reagiert scharf - und wirft Trump ein Ablenkungsmanöver vor.,2026-09-07
brandrauch,fire smoke,"Strengere Regeln haben Industrie- und Verkehrsemissionen gesenkt. Doch giftiger Brandrauch, bodennahes Ozon und kaum überwachte Schadstoffe wie Ruß und Mikroplastik schaffen neue Gesundheitsrisiken.",2026-09-07
bodennahes,close to the ground,"Strengere Regeln haben Industrie- und Verkehrsemissionen gesenkt. Doch giftiger Brandrauch, bodennahes Ozon und kaum überwachte Schadstoffe wie Ruß und Mikroplastik schaffen neue Gesundheitsrisiken.",2026-09-07
überwachte,Watched,"Strengere Regeln haben Industrie- und Verkehrsemissionen gesenkt. Doch giftiger Brandrauch, bodennahes Ozon und kaum überwachte Schadstoffe wie Ruß und Mikroplastik schaffen neue Gesundheitsrisiken.",2026-09-07
gelungene,successful,"Das AfD-Rekordergebnis bei der Landtagswahl hat viele Gründe: der gelungene Wahlkampf, der unbeliebte Bundeskanzler und Zugewinne unter Nichtwählern. Eine Analyse.",2026-09-07
zugewinne,gains,"Das AfD-Rekordergebnis bei der Landtagswahl hat viele Gründe: der gelungene Wahlkampf, der unbeliebte Bundeskanzler und Zugewinne unter Nichtwählern. Eine Analyse.",2026-09-07
cyberdome,cyberdome,"Der russische Außenminister Sergej Lawrow verschärft im Konflikt mit dem Westen deutlich den Ton. Und Deutschland will sich gegen weitere Drohnenangriffe mit einem ""Cyberdome"" wappnen.",2026-09-07
ausreicht,border.,"Drei Jahre nach dem schweren Erdbeben ist der Wiederaufbau in Marokko vorangekommen. Doch einige Betroffene leben noch immer in Zelten - und die Frage bleibt, ob die staatliche Hilfe ausreicht.",2026-09-07
verbieten,ban,"Europa muss sich auf heißer und trockener werdende Jahre einstellen. Doch wie kann der Wasserverbrauch wirklich gesenkt werden? Reicht es, das Befüllen von privaten Pools zu verbieten, oder muss mehr getan werden?",2026-09-07
