German,English,Context,Date
stabilisierungsmission,stabilization mission,"Eine Internationale Stabilisierungsmission soll den Wiederaufbau Gazas absichern. Doch ohne einen politischen Konsens zwischen Israel, der Hamas und den arabischen Staaten bleibt ihre Umsetzung fraglich.",2026-07-22
welternährungsbericht,world Food Report,Der Welternährungsbericht der Vereinten Nationen weist erfreuliche Trends aus. Die Daten sind allerdings nicht nur positiv. Vor allem in Afrika hungern viele Menschen.,2026-07-22
norditalienischen,northern Italian,"In der norditalienischen Großstadt starb ein Marokkaner, während ihn zwei Polizeibeamte auf den Boden drückten. Ermittlungen sollen klären, ob in Bologna ein Fall von exzessiver Polizeigewalt vorliegt.",2026-07-22
protestierenden,protesting,Die Protestierenden in der Ukraine können für sich einen Erfolg verbuchen. Bundeskanzler Merz will mehr Erdgas und Öl aus Aserbaidschan beziehen. Der DW-Nachrichtenüberblick.,2026-07-22
weltkonferenz,world conference,China demonstriert seinen Ehrgeiz auf der Weltkonferenz für Künstliche Intelligenz in Shanghai. Der Abstand zu den führenden US-Lösungen schrumpft. Mit Open-Source-Lösungen wirbt Peking zudem um den Globalen Süden.,2026-07-22
sexualdelikte,Sexual offences,"Mehr als 17.000 Fälle sexueller Gewalt gegen Kinder - das Bundeskriminalamt gibt keine Entwarnung, was Sexualdelikte gegen Mädchen und Jungen angeht. Organisationen wie ""Zartbitter“ kümmern sich um Betroffene.",2026-07-22
polizeibeamte,"Enforcement Officer, Law","In der norditalienischen Großstadt starb ein Marokkaner, während ihn zwei Polizeibeamte auf den Boden drückten. Ermittlungen sollen klären, ob in Bologna ein Fall von exzessiver Polizeigewalt vorliegt.",2026-07-22
polizeigewalt,police violence.,"In der norditalienischen Großstadt starb ein Marokkaner, während ihn zwei Polizeibeamte auf den Boden drückten. Ermittlungen sollen klären, ob in Bologna ein Fall von exzessiver Polizeigewalt vorliegt.",2026-07-22
strategische,strategic,"Außenminister Johann Wadephul reist zum dritten Mal nach Afrika. In geopolitisch angespannten Zeiten sucht Deutschland Partner für Sicherheit, Energie und strategische Kooperationen. Auftakt der Reise ist Mauretanien.",2026-07-22
verbrannten,burnt,Vor einem Jahr verbrannten PKK-Kämpfer symbolisch ihre Waffen. Doch wie realistisch ist ein dauerhafter Frieden in der Türkei wirklich? Ein Blick auf den aktuellen Stand der Dinge.,2026-07-22
dauerhafter,More durable,Vor einem Jahr verbrannten PKK-Kämpfer symbolisch ihre Waffen. Doch wie realistisch ist ein dauerhafter Frieden in der Türkei wirklich? Ein Blick auf den aktuellen Stand der Dinge.,2026-07-22
mauretanien,Mauritania,"Außenminister Johann Wadephul reist zum dritten Mal nach Afrika. In geopolitisch angespannten Zeiten sucht Deutschland Partner für Sicherheit, Energie und strategische Kooperationen. Auftakt der Reise ist Mauretanien.",2026-07-22
erfreuliche,pleasing,Der Welternährungsbericht der Vereinten Nationen weist erfreuliche Trends aus. Die Daten sind allerdings nicht nur positiv. Vor allem in Afrika hungern viele Menschen.,2026-07-22
zartbitter,bittersweet,"Mehr als 17.000 Fälle sexueller Gewalt gegen Kinder - das Bundeskriminalamt gibt keine Entwarnung, was Sexualdelikte gegen Mädchen und Jungen angeht. Organisationen wie ""Zartbitter“ kümmern sich um Betroffene.",2026-07-22
symbolisch,Iconic,Vor einem Jahr verbrannten PKK-Kämpfer symbolisch ihre Waffen. Doch wie realistisch ist ein dauerhafter Frieden in der Türkei wirklich? Ein Blick auf den aktuellen Stand der Dinge.,2026-07-22
marokkaner,Moroccans,"In der norditalienischen Großstadt starb ein Marokkaner, während ihn zwei Polizeibeamte auf den Boden drückten. Ermittlungen sollen klären, ob in Bologna ein Fall von exzessiver Polizeigewalt vorliegt.",2026-07-22
exzessiver,more excessive,"In der norditalienischen Großstadt starb ein Marokkaner, während ihn zwei Polizeibeamte auf den Boden drückten. Ermittlungen sollen klären, ob in Bologna ein Fall von exzessiver Polizeigewalt vorliegt.",2026-07-22
absichern,.,"Eine Internationale Stabilisierungsmission soll den Wiederaufbau Gazas absichern. Doch ohne einen politischen Konsens zwischen Israel, der Hamas und den arabischen Staaten bleibt ihre Umsetzung fraglich.",2026-07-22
führenden,leading,China demonstriert seinen Ehrgeiz auf der Weltkonferenz für Künstliche Intelligenz in Shanghai. Der Abstand zu den führenden US-Lösungen schrumpft. Mit Open-Source-Lösungen wirbt Peking zudem um den Globalen Süden.,2026-07-22
schrumpft,shrinks,China demonstriert seinen Ehrgeiz auf der Weltkonferenz für Künstliche Intelligenz in Shanghai. Der Abstand zu den führenden US-Lösungen schrumpft. Mit Open-Source-Lösungen wirbt Peking zudem um den Globalen Süden.,2026-07-22
verbuchen,to enter in an account,Die Protestierenden in der Ukraine können für sich einen Erfolg verbuchen. Bundeskanzler Merz will mehr Erdgas und Öl aus Aserbaidschan beziehen. Der DW-Nachrichtenüberblick.,2026-07-22
fraglich,questionable,"Eine Internationale Stabilisierungsmission soll den Wiederaufbau Gazas absichern. Doch ohne einen politischen Konsens zwischen Israel, der Hamas und den arabischen Staaten bleibt ihre Umsetzung fraglich.",2026-07-22
shanghai,shanghai,China demonstriert seinen Ehrgeiz auf der Weltkonferenz für Künstliche Intelligenz in Shanghai. Der Abstand zu den führenden US-Lösungen schrumpft. Mit Open-Source-Lösungen wirbt Peking zudem um den Globalen Süden.,2026-07-22
