German,English,Context,Date
austauschprogramme,Exchange programmes,"Mit einem Gesetzentwurf strebt der Iran an, ""weitereichenden ausländischen Einfluss"" einzuschränken. Akademische Austauschprogramme werden strikter kontrolliert und Kontakte zu ausländischen Medien unter Strafe gestellt.",2026-08-28
katastrophengebiet,disaster zone,"US-Präsident Trump teilt abermals gegen Kanada aus und erklärt, die Verantwortlichen dort seien ""fiese Leute"". China warnt vor neuen Überflutungen im Himalaya-Katastrophengebiet. Der DW-Nachrichtenüberblick.",2026-08-28
verantwortlichen,responsible for this:,"US-Präsident Trump teilt abermals gegen Kanada aus und erklärt, die Verantwortlichen dort seien ""fiese Leute"". China warnt vor neuen Überflutungen im Himalaya-Katastrophengebiet. Der DW-Nachrichtenüberblick.",2026-08-28
finanznetzwerke,financial networks,"Die USA weiten ihre Sanktionen gegen die Finanznetzwerke des Iran aus und nehmen dabei Kryptowährungen, Goldhandel sowie die Luft- und Schifffahrt ins Visier. Experten ordnen ein, was sich dadurch ändern könnte.",2026-08-28
kryptowährungen,Cryptocurrencies,"Die USA weiten ihre Sanktionen gegen die Finanznetzwerke des Iran aus und nehmen dabei Kryptowährungen, Goldhandel sowie die Luft- und Schifffahrt ins Visier. Experten ordnen ein, was sich dadurch ändern könnte.",2026-08-28
weitereichenden,far-reaching,"Mit einem Gesetzentwurf strebt der Iran an, ""weitereichenden ausländischen Einfluss"" einzuschränken. Akademische Austauschprogramme werden strikter kontrolliert und Kontakte zu ausländischen Medien unter Strafe gestellt.",2026-08-28
bundesrichterin,federal Judge,Gut zwei Monate vor den US-Zwischenwahlen hält eine Bundesrichterin Trumps Vorgaben für mutmaßlich verfassungswidrig und praktisch nicht mehr rechtzeitig umsetzbar. Die Regierung dürfte dagegen vorgehen.,2026-08-28
einzuschränken,Services.,"Mit einem Gesetzentwurf strebt der Iran an, ""weitereichenden ausländischen Einfluss"" einzuschränken. Akademische Austauschprogramme werden strikter kontrolliert und Kontakte zu ausländischen Medien unter Strafe gestellt.",2026-08-28
wettersatellit,weather satellite,"Ein neuer europäischer Wettersatellit ist ins All gestartet. MTG-I2 soll Gewitter früher erkennen, Warnungen vor Sturzfluten verbessern und Waldbrände schneller aufspüren.",2026-08-28
misswirtschaft,Financial Mismanagement,"Weil der Fußball-Weltverband sich dem Druck der UEFA beugt, sieht Europas Verband von einem WM-Boykott ab. Allerdings wird eine Strafanzeige gegen den FIFA-Boss wegen ""krimineller Misswirtschaft"" vorbereitet.",2026-08-28
überflutungen,Floods,"US-Präsident Trump teilt abermals gegen Kanada aus und erklärt, die Verantwortlichen dort seien ""fiese Leute"". China warnt vor neuen Überflutungen im Himalaya-Katastrophengebiet. Der DW-Nachrichtenüberblick.",2026-08-28
strafanzeige,criminal complaint,"Weil der Fußball-Weltverband sich dem Druck der UEFA beugt, sieht Europas Verband von einem WM-Boykott ab. Allerdings wird eine Strafanzeige gegen den FIFA-Boss wegen ""krimineller Misswirtschaft"" vorbereitet.",2026-08-28
akademische,Academic,"Mit einem Gesetzentwurf strebt der Iran an, ""weitereichenden ausländischen Einfluss"" einzuschränken. Akademische Austauschprogramme werden strikter kontrolliert und Kontakte zu ausländischen Medien unter Strafe gestellt.",2026-08-28
