German,English,Context,Date
schlichtungsverfahren,Arbitration,Die Vereinigung Cockpit steuert mit der Lufthansa auf ein Schlichtungsverfahren zu. Schweden vereitelt eine russische Spionageoperation. Der DW-Nachrichtenüberblick.,2026-08-12
grenzüberschreitender,Trading,Grenzüberschreitender Cyberbetrug beschäftigt die Polizei weltweit. Viele Täter arbeiten von Südostasien aus. Länder wie Myanmar und Kambodscha wollen nun härter gegen sie vorgehen.,2026-08-12
wissenschaftliche,Academic,"Weniger Empfehlungen und das Aus für Kombi-Präparate: Die US-Regierung unter Donald Trump schränkt die Vorgaben für Kinderimpfungen drastisch ein. Mediziner warnen, dass wissenschaftliche Erkenntnisse ignoriert werden.",2026-08-12
spionageoperation,espionage operation,Die Vereinigung Cockpit steuert mit der Lufthansa auf ein Schlichtungsverfahren zu. Schweden vereitelt eine russische Spionageoperation. Der DW-Nachrichtenüberblick.,2026-08-12
friedensprozesses,peace process,"Das türkische Parlament hat ein erstes Rahmengesetz für den Friedensprozess mit der PKK verabschiedet. Was das Gesetz vorsieht, warum es umstritten ist und was es für die Zukunft des Friedensprozesses bedeutet.",2026-08-12
außerordentliche,Extraordinary,"Außerordentliche Einnahmen, vor allem aus der Kriegshilfe für Russland, stärken die Macht von Autokrat Kim und bescheren kleinen Teilen der Bevölkerung einen Wirtschaftsboom.",2026-08-12
kinderimpfungen,childhood vaccinations,"Weniger Empfehlungen und das Aus für Kombi-Präparate: Die US-Regierung unter Donald Trump schränkt die Vorgaben für Kinderimpfungen drastisch ein. Mediziner warnen, dass wissenschaftliche Erkenntnisse ignoriert werden.",2026-08-12
wirtschaftsboom,economic boom,"Außerordentliche Einnahmen, vor allem aus der Kriegshilfe für Russland, stärken die Macht von Autokrat Kim und bescheren kleinen Teilen der Bevölkerung einen Wirtschaftsboom.",2026-08-12
empfehlungen,Recommendations,"Weniger Empfehlungen und das Aus für Kombi-Präparate: Die US-Regierung unter Donald Trump schränkt die Vorgaben für Kinderimpfungen drastisch ein. Mediziner warnen, dass wissenschaftliche Erkenntnisse ignoriert werden.",2026-08-12
rahmengesetz,framework law,"Das türkische Parlament hat ein erstes Rahmengesetz für den Friedensprozess mit der PKK verabschiedet. Was das Gesetz vorsieht, warum es umstritten ist und was es für die Zukunft des Friedensprozesses bedeutet.",2026-08-12
gesetzwidrig,unlawfully,Einst ließ Viktor Orban den obersten Richter Andras Baka gesetzwidrig absetzen. Nach seinem Sieg vor dem Gerichtshof wird Baka nun Staatspräsident Ungarns - ein historischer Wendepunkt für den Rechtsstaat.,2026-08-12
wohngebäude,Residential building,"Russland errichtet im besetzten Mariupol an der Stelle zerstörter Wohngebäude Dutzende neue Hochhäuser. Wer zieht dort ein und wie ergeht es denen, die früher hier wohnten? Eine Spurensuche.",2026-08-12
verzweifelt,at a loss,Mitten in der Reisezeit stößt der Ätna - Europas größter aktiver Vulkan - seit Tagen gewaltige Mengen Asche und Gestein aus. Touristen sind verzweifelt. Es können kaum Flugzeuge starten.,2026-08-12
vereinigung,Union,Die Vereinigung Cockpit steuert mit der Lufthansa auf ein Schlichtungsverfahren zu. Schweden vereitelt eine russische Spionageoperation. Der DW-Nachrichtenüberblick.,2026-08-12
kriegshilfe,war aid,"Außerordentliche Einnahmen, vor allem aus der Kriegshilfe für Russland, stärken die Macht von Autokrat Kim und bescheren kleinen Teilen der Bevölkerung einen Wirtschaftsboom.",2026-08-12
cyberbetrug,cyber fraud,Grenzüberschreitender Cyberbetrug beschäftigt die Polizei weltweit. Viele Täter arbeiten von Südostasien aus. Länder wie Myanmar und Kambodscha wollen nun härter gegen sie vorgehen.,2026-08-12
beschäftigt,Busy,Grenzüberschreitender Cyberbetrug beschäftigt die Polizei weltweit. Viele Täter arbeiten von Südostasien aus. Länder wie Myanmar und Kambodscha wollen nun härter gegen sie vorgehen.,2026-08-12
südostasien,Southeast Asia,Grenzüberschreitender Cyberbetrug beschäftigt die Polizei weltweit. Viele Täter arbeiten von Südostasien aus. Länder wie Myanmar und Kambodscha wollen nun härter gegen sie vorgehen.,2026-08-12
gerichtshof,Court of Appeal,Einst ließ Viktor Orban den obersten Richter Andras Baka gesetzwidrig absetzen. Nach seinem Sieg vor dem Gerichtshof wird Baka nun Staatspräsident Ungarns - ein historischer Wendepunkt für den Rechtsstaat.,2026-08-12
rechtsstaat,The rule of law,Einst ließ Viktor Orban den obersten Richter Andras Baka gesetzwidrig absetzen. Nach seinem Sieg vor dem Gerichtshof wird Baka nun Staatspräsident Ungarns - ein historischer Wendepunkt für den Rechtsstaat.,2026-08-12
zerstörter,destroyed,"Russland errichtet im besetzten Mariupol an der Stelle zerstörter Wohngebäude Dutzende neue Hochhäuser. Wer zieht dort ein und wie ergeht es denen, die früher hier wohnten? Eine Spurensuche.",2026-08-12
hochhäuser,High Rise Buildings,"Russland errichtet im besetzten Mariupol an der Stelle zerstörter Wohngebäude Dutzende neue Hochhäuser. Wer zieht dort ein und wie ergeht es denen, die früher hier wohnten? Eine Spurensuche.",2026-08-12
kambodscha,cambodia,Grenzüberschreitender Cyberbetrug beschäftigt die Polizei weltweit. Viele Täter arbeiten von Südostasien aus. Länder wie Myanmar und Kambodscha wollen nun härter gegen sie vorgehen.,2026-08-12
errichtet,hereby establishes an institution with its own legal personality,"Russland errichtet im besetzten Mariupol an der Stelle zerstörter Wohngebäude Dutzende neue Hochhäuser. Wer zieht dort ein und wie ergeht es denen, die früher hier wohnten? Eine Spurensuche.",2026-08-12
reisezeit,Travel time,Mitten in der Reisezeit stößt der Ätna - Europas größter aktiver Vulkan - seit Tagen gewaltige Mengen Asche und Gestein aus. Touristen sind verzweifelt. Es können kaum Flugzeuge starten.,2026-08-12
flugzeuge,Aircraft,Mitten in der Reisezeit stößt der Ätna - Europas größter aktiver Vulkan - seit Tagen gewaltige Mengen Asche und Gestein aus. Touristen sind verzweifelt. Es können kaum Flugzeuge starten.,2026-08-12
präparate,Preparations,"Weniger Empfehlungen und das Aus für Kombi-Präparate: Die US-Regierung unter Donald Trump schränkt die Vorgaben für Kinderimpfungen drastisch ein. Mediziner warnen, dass wissenschaftliche Erkenntnisse ignoriert werden.",2026-08-12
ignoriert,I do not ignore,"Weniger Empfehlungen und das Aus für Kombi-Präparate: Die US-Regierung unter Donald Trump schränkt die Vorgaben für Kinderimpfungen drastisch ein. Mediziner warnen, dass wissenschaftliche Erkenntnisse ignoriert werden.",2026-08-12
vereitelt,Thwarted,Die Vereinigung Cockpit steuert mit der Lufthansa auf ein Schlichtungsverfahren zu. Schweden vereitelt eine russische Spionageoperation. Der DW-Nachrichtenüberblick.,2026-08-12
mariupol,mariupol,"Russland errichtet im besetzten Mariupol an der Stelle zerstörter Wohngebäude Dutzende neue Hochhäuser. Wer zieht dort ein und wie ergeht es denen, die früher hier wohnten? Eine Spurensuche.",2026-08-12
dutzende,Dozens.,"Russland errichtet im besetzten Mariupol an der Stelle zerstörter Wohngebäude Dutzende neue Hochhäuser. Wer zieht dort ein und wie ergeht es denen, die früher hier wohnten? Eine Spurensuche.",2026-08-12
