German,English,Context,Date
kommunikationswegen,communication channels,In vielen Ländern suchen nicht nur Aktivisten nach sicheren Kommunikationswegen jenseits staatlicher Kontrolle. Eine schlichte Funktechnologie könnte hier helfen - und Zensur strukturell aushebeln.,2026-07-21
recyclinganlagen,recycling facilities,"Alte PV-Module sind echte Rohstoffquellen: Darin stecken Silber, Kupfer, Silizium und mehr. Doch noch fehlen genügend Recyclinganlagen für den kommenden Boom. Was Solar-Recycling bringt und wie es weitergeht.",2026-07-21
funktechnologie,Radio technology,In vielen Ländern suchen nicht nur Aktivisten nach sicheren Kommunikationswegen jenseits staatlicher Kontrolle. Eine schlichte Funktechnologie könnte hier helfen - und Zensur strukturell aushebeln.,2026-07-21
pyrotechnischen,pyrotechnic,Ein 15-Jähriger im Bundesland Bayern soll eine große Menge an pyrotechnischen Gegenständen aufbewahrt haben. Seine Absicht: ein Anschlag auf eine Synagoge in Deutschland.,2026-07-21
rohstoffquellen,Raw material sources,"Alte PV-Module sind echte Rohstoffquellen: Darin stecken Silber, Kupfer, Silizium und mehr. Doch noch fehlen genügend Recyclinganlagen für den kommenden Boom. Was Solar-Recycling bringt und wie es weitergeht.",2026-07-21
saporischschja,Zaporizhia,Das zivile Schiff war im Schwarzen Meer vor der ukrainischen Stadt Odessa unterwegs. Die Ukraine spricht von Verletzung des Völkerrechts. Auch das Gebiet Saporischschja in der Ukraine geriet erneut unter Beschuss.,2026-07-21
unbeteiligten,uninvolved,"Die Führung im Iran agiert angesichts der für sie bedrohlichen Protestwelle mit großer Härte, die auch vor Schwachen und Unbeteiligten nicht Halt macht.",2026-07-21
bedrohlichen,threatening,"Die Führung im Iran agiert angesichts der für sie bedrohlichen Protestwelle mit großer Härte, die auch vor Schwachen und Unbeteiligten nicht Halt macht.",2026-07-21
gegenständen,items,Ein 15-Jähriger im Bundesland Bayern soll eine große Menge an pyrotechnischen Gegenständen aufbewahrt haben. Seine Absicht: ein Anschlag auf eine Synagoge in Deutschland.,2026-07-21
völkerrechts,international law,Das zivile Schiff war im Schwarzen Meer vor der ukrainischen Stadt Odessa unterwegs. Die Ukraine spricht von Verletzung des Völkerrechts. Auch das Gebiet Saporischschja in der Ukraine geriet erneut unter Beschuss.,2026-07-21
staatlicher,state,In vielen Ländern suchen nicht nur Aktivisten nach sicheren Kommunikationswegen jenseits staatlicher Kontrolle. Eine schlichte Funktechnologie könnte hier helfen - und Zensur strukturell aushebeln.,2026-07-21
strukturell,yapısal,In vielen Ländern suchen nicht nur Aktivisten nach sicheren Kommunikationswegen jenseits staatlicher Kontrolle. Eine schlichte Funktechnologie könnte hier helfen - und Zensur strukturell aushebeln.,2026-07-21
geschätzten,estimated,"Im Handelsstreit mit Kanada greift US-Präsident Trump zu einem von ihm geschätzten Druckmittel. Mexikos Drogenboss ""El Mayo"" wird in den USA zu lebenslanger Haft verurteilt. Der DW-Nachrichtenüberblick.",2026-07-21
aufbewahrt,demand.,Ein 15-Jähriger im Bundesland Bayern soll eine große Menge an pyrotechnischen Gegenständen aufbewahrt haben. Seine Absicht: ein Anschlag auf eine Synagoge in Deutschland.,2026-07-21
reformkurs,reform course,Die Absetzung von Verteidigungsminister Mychajlo Fedorow in der Ukraine sorgt für Spannungen. Im Kern steht ein Konflikt zwischen Militärführung und Reformkurs. Eine Herausforderung für Präsident Selenskyj.,2026-07-21
schlichte,Schlichte,In vielen Ländern suchen nicht nur Aktivisten nach sicheren Kommunikationswegen jenseits staatlicher Kontrolle. Eine schlichte Funktechnologie könnte hier helfen - und Zensur strukturell aushebeln.,2026-07-21
aushebeln,lever out,In vielen Ländern suchen nicht nur Aktivisten nach sicheren Kommunikationswegen jenseits staatlicher Kontrolle. Eine schlichte Funktechnologie könnte hier helfen - und Zensur strukturell aushebeln.,2026-07-21
