German,English,Context,Date
staatsanwaltschaft,STATE PROSECUTOR,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
massenentlassungen,Mass dismissals,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
sicherheitschefs,security chiefs,"Nigerias Präsident Bola Tinubu hat die Sicherheitschefs angewiesen, Truppen nach Maiduguri zu verlegen. Die Behörden vermuten, dass Boko-Haram-Kämpfer hinter den jüngsten Anschlägen stecken.",2026-03-19
kronprinzessin,crown princess,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
auslandssender,international broadcaster,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
sparmaßnahmen,austerity measures,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
medizinische,Medical,"Weltweit sind 2024 laut den UN 4,9 Millionen Kinder unter fünf Jahren verstorben. Viele Todesfälle wären durch medizinische Versorgung und bessere Ernährung vermeidbar gewesen. Besonders betroffen: Afrika und Südasien.",2026-03-19
sendebetrieb,transmission mode,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
terrorabwehr,counter-terrorism,"US-Präsident Trump denkt vor Journalisten über einen Austritt der USA aus der NATO nach. Der Chef der amerikanischen Terrorabwehr, Kent, tritt wegen des Iran-Kriegs zurück. Das Wichtigste in Kürze.",2026-03-19
mehrjährige,perennial,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
norwegische,norwegian,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
verteidigt,"of lives again."" he warned.","Bundeskanzler Merz verteidigt im Bundestag sein Nein zu einer deutschen Teilhabe am Krieg gegen den Iran. Und mahnt, den Krieg in der Ukraine nicht zu vergessen.",2026-03-19
königshaus,royal house,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
verstorben,Deceased,"Weltweit sind 2024 laut den UN 4,9 Millionen Kinder unter fünf Jahren verstorben. Viele Todesfälle wären durch medizinische Versorgung und bessere Ernährung vermeidbar gewesen. Besonders betroffen: Afrika und Südasien.",2026-03-19
versorgung,supply,"Weltweit sind 2024 laut den UN 4,9 Millionen Kinder unter fünf Jahren verstorben. Viele Todesfälle wären durch medizinische Versorgung und bessere Ernährung vermeidbar gewesen. Besonders betroffen: Afrika und Südasien.",2026-03-19
vermeidbar,avoidable,"Weltweit sind 2024 laut den UN 4,9 Millionen Kinder unter fünf Jahren verstorben. Viele Todesfälle wären durch medizinische Versorgung und bessere Ernährung vermeidbar gewesen. Besonders betroffen: Afrika und Südasien.",2026-03-19
endstation,Terminus,"Im Achtelfinale der Champions League ist für Bayer 04 Leverkusen Endstation. Vor allem der Torwart der Werkself hält sein Team lange im Spiel. Dazu endet die ""Traumreise"" von Underdog FK Bodö/Glimt.",2026-03-19
traumreise,dream trip,"Im Achtelfinale der Champions League ist für Bayer 04 Leverkusen Endstation. Vor allem der Torwart der Werkself hält sein Team lange im Spiel. Dazu endet die ""Traumreise"" von Underdog FK Bodö/Glimt.",2026-03-19
angeordnet,arranged.,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
anschlägen,Araber.,"Nigerias Präsident Bola Tinubu hat die Sicherheitschefs angewiesen, Truppen nach Maiduguri zu verlegen. Die Behörden vermuten, dass Boko-Haram-Kämpfer hinter den jüngsten Anschlägen stecken.",2026-03-19
auszubauen,pand on their skills and knowledge.,"Die russisch-orthodoxe Kirche baut seit Jahren ihre Präsenz in Afrika aus - und gewinnt so an Bedeutung. Experten sehen darin, einen weiteren Baustein, um den Einfluss Russlands auszubauen.",2026-03-19
vergessen,to forget,"Bundeskanzler Merz verteidigt im Bundestag sein Nein zu einer deutschen Teilhabe am Krieg gegen den Iran. Und mahnt, den Krieg in der Ukraine nicht zu vergessen.",2026-03-19
ernährung,Nutrition,"Weltweit sind 2024 laut den UN 4,9 Millionen Kinder unter fünf Jahren verstorben. Viele Todesfälle wären durch medizinische Versorgung und bessere Ernährung vermeidbar gewesen. Besonders betroffen: Afrika und Südasien.",2026-03-19
betroffen,affected,"Weltweit sind 2024 laut den UN 4,9 Millionen Kinder unter fünf Jahren verstorben. Viele Todesfälle wären durch medizinische Versorgung und bessere Ernährung vermeidbar gewesen. Besonders betroffen: Afrika und Südasien.",2026-03-19
entschied,wear.,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
aufnehmen,recording,"Im März 2025 hatte Präsident Trump für den Sender Voice of America radikale Sparmaßnahmen mit Massenentlassungen angeordnet. Ein US-Richter entschied nun, der Auslandssender darf wieder den Sendebetrieb voll aufnehmen.",2026-03-19
maiduguri,maiduguri,"Nigerias Präsident Bola Tinubu hat die Sicherheitschefs angewiesen, Truppen nach Maiduguri zu verlegen. Die Behörden vermuten, dass Boko-Haram-Kämpfer hinter den jüngsten Anschlägen stecken.",2026-03-19
orthodoxe,THE ORTHODOX,"Die russisch-orthodoxe Kirche baut seit Jahren ihre Präsenz in Afrika aus - und gewinnt so an Bedeutung. Experten sehen darin, einen weiteren Baustein, um den Einfluss Russlands auszubauen.",2026-03-19
teilhabe,Participation,"Bundeskanzler Merz verteidigt im Bundestag sein Nein zu einer deutschen Teilhabe am Krieg gegen den Iran. Und mahnt, den Krieg in der Ukraine nicht zu vergessen.",2026-03-19
verlangt,were required,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
vorwürfe,Allegations,Im Prozess gegen Marius Borg Høiby verlangt die Staatsanwaltschaft mehrjährige Haft. Die schweren Vorwürfe gegen den Sohn der Kronprinzessin Mette-Marit setzen das norwegische Königshaus weiter unter Druck.,2026-03-19
