German,English,Context,Date
altersbeschränkungen,Age Restrictions,In vielen Ländern werden Altersbeschränkungen für Social Media diskutiert - um Kinder und Jugendliche vor negativen Effekten zu schützen. Doch kann das am Grundproblem von sozialen Netzwerken rütteln?,2026-04-15
linkspopulistische,left-wing populist,"Die einen sprechen von einem Geschenk an die linkspopulistische Podemos-Partei - auf deren Gunst Ministerpräsident Sánchez angewiesen ist. Andere warnen, die Verwaltung werde überfordert, und drohen mit Streik.",2026-04-15
waffenstillstands,armistice,Durch den Iran-Krieg ist der Konflikt im Gazastreifen ziemlich aus dem internationalen Fokus geraten. Trotz Waffenstillstands seit über einem halben Jahr kommen auch dort die Bemühungen um eine Lösung kaum voran.,2026-04-15
unterschiedlichen,different,Mit ganz unterschiedlichen Vorstellungen gehen beide Seiten in die Verhandlungen in Washington - Erfolg ungewiss. Eine maßgebliche Macht sitzt erst gar nicht mit am Tisch - sie stemmt sich gegen ihre Entwaffnung.,2026-04-15
stabilisierung,STABILIZING,"Nach Maduros Sturz fordert Washington für Venezuela drei Phasen: Stabilisierung, Erholung und Übergang. Nach 100 Tagen unter Interims-Präsidentin Delcy Rodriguez läuft Phase 2, doch wird sie auch freie Wahlen zulassen?",2026-04-15
gazastreifen,Developments in the Gaza Strip,Durch den Iran-Krieg ist der Konflikt im Gazastreifen ziemlich aus dem internationalen Fokus geraten. Trotz Waffenstillstands seit über einem halben Jahr kommen auch dort die Bemühungen um eine Lösung kaum voran.,2026-04-15
traditionell,traditional,Traditionell verfolgt Indonesien eine unabhängige Außenpolitik - im Bemühen um Neutralität. Die Annäherung an die USA ruft daher auch warnende Stimmen auf den Plan.,2026-04-15
außenpolitik,Foreign policy,Traditionell verfolgt Indonesien eine unabhängige Außenpolitik - im Bemühen um Neutralität. Die Annäherung an die USA ruft daher auch warnende Stimmen auf den Plan.,2026-04-15
chinesischer,Chinese,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
vergewaltigt,‘Raped?’,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
arbeitskampf,Labour Dispute,Die Piloten der Lufthansa setzen ihren Arbeitskampf fort. Von Mittwoch an streikt das LH-Kabinenpersonal. In den USA beginnen Gespräche zwischen Israel und dem Libanon. Der DW-Nachrichtenüberblick.,2026-04-15
systemwandel,Systemic Change.,Ungarn erlebt nach 1989/90 seinen zweiten Systemwandel - den Abriss der Orban-Ordnung. Im In- und Ausland sind die Erwartungen an Peter Magyar und die Tisza-Partei riesig. Was ist zu erwarten? Die wichtigsten Antworten.,2026-04-15
grundproblem,Basic problem:,In vielen Ländern werden Altersbeschränkungen für Social Media diskutiert - um Kinder und Jugendliche vor negativen Effekten zu schützen. Doch kann das am Grundproblem von sozialen Netzwerken rütteln?,2026-04-15
überfordert,Overwhelmed,"Die einen sprechen von einem Geschenk an die linkspopulistische Podemos-Partei - auf deren Gunst Ministerpräsident Sánchez angewiesen ist. Andere warnen, die Verwaltung werde überfordert, und drohen mit Streik.",2026-04-15
neutralität,Neutrality,Traditionell verfolgt Indonesien eine unabhängige Außenpolitik - im Bemühen um Neutralität. Die Annäherung an die USA ruft daher auch warnende Stimmen auf den Plan.,2026-04-15
maßgebliche,relevant,Mit ganz unterschiedlichen Vorstellungen gehen beide Seiten in die Verhandlungen in Washington - Erfolg ungewiss. Eine maßgebliche Macht sitzt erst gar nicht mit am Tisch - sie stemmt sich gegen ihre Entwaffnung.,2026-04-15
entwaffnung,Disarm,Mit ganz unterschiedlichen Vorstellungen gehen beide Seiten in die Verhandlungen in Washington - Erfolg ungewiss. Eine maßgebliche Macht sitzt erst gar nicht mit am Tisch - sie stemmt sich gegen ihre Entwaffnung.,2026-04-15
wichtigsten,important,Ungarn erlebt nach 1989/90 seinen zweiten Systemwandel - den Abriss der Orban-Ordnung. Im In- und Ausland sind die Erwartungen an Peter Magyar und die Tisza-Partei riesig. Was ist zu erwarten? Die wichtigsten Antworten.,2026-04-15
jugendliche,youth,In vielen Ländern werden Altersbeschränkungen für Social Media diskutiert - um Kinder und Jugendliche vor negativen Effekten zu schützen. Doch kann das am Grundproblem von sozialen Netzwerken rütteln?,2026-04-15
bemühungen,efforts,Durch den Iran-Krieg ist der Konflikt im Gazastreifen ziemlich aus dem internationalen Fokus geraten. Trotz Waffenstillstands seit über einem halben Jahr kommen auch dort die Bemühungen um eine Lösung kaum voran.,2026-04-15
verwaltung,management,"Die einen sprechen von einem Geschenk an die linkspopulistische Podemos-Partei - auf deren Gunst Ministerpräsident Sánchez angewiesen ist. Andere warnen, die Verwaltung werde überfordert, und drohen mit Streik.",2026-04-15
indonesien,Indonesia,Traditionell verfolgt Indonesien eine unabhängige Außenpolitik - im Bemühen um Neutralität. Die Annäherung an die USA ruft daher auch warnende Stimmen auf den Plan.,2026-04-15
wiederholt,repeats,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
netzwerkes,network,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
französin,French,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
rodriguez,PROUMENS,"Nach Maduros Sturz fordert Washington für Venezuela drei Phasen: Stabilisierung, Erholung und Übergang. Nach 100 Tagen unter Interims-Präsidentin Delcy Rodriguez läuft Phase 2, doch wird sie auch freie Wahlen zulassen?",2026-04-15
antworten,answer,Ungarn erlebt nach 1989/90 seinen zweiten Systemwandel - den Abriss der Orban-Ordnung. Im In- und Ausland sind die Erwartungen an Peter Magyar und die Tisza-Partei riesig. Was ist zu erwarten? Die wichtigsten Antworten.,2026-04-15
negativen,negative,In vielen Ländern werden Altersbeschränkungen für Social Media diskutiert - um Kinder und Jugendliche vor negativen Effekten zu schützen. Doch kann das am Grundproblem von sozialen Netzwerken rütteln?,2026-04-15
geschenk,gift,"Die einen sprechen von einem Geschenk an die linkspopulistische Podemos-Partei - auf deren Gunst Ministerpräsident Sánchez angewiesen ist. Andere warnen, die Verwaltung werde überfordert, und drohen mit Streik.",2026-04-15
verfolgt,rights:,Traditionell verfolgt Indonesien eine unabhängige Außenpolitik - im Bemühen um Neutralität. Die Annäherung an die USA ruft daher auch warnende Stimmen auf den Plan.,2026-04-15
warnende,cautionary,Traditionell verfolgt Indonesien eine unabhängige Außenpolitik - im Bemühen um Neutralität. Die Annäherung an die USA ruft daher auch warnende Stimmen auf den Plan.,2026-04-15
erinnert,I do not remind,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
größeren,large,"Der Fall erinnert an die Französin Gisèle Pelicot: In München wurde ein chinesischer Student verurteilt, weil er seine Freundin wiederholt betäubt und vergewaltigt hatte. Er war wohl Teil eines größeren Netzwerkes.",2026-04-15
ungewiss,not certain,Mit ganz unterschiedlichen Vorstellungen gehen beide Seiten in die Verhandlungen in Washington - Erfolg ungewiss. Eine maßgebliche Macht sitzt erst gar nicht mit am Tisch - sie stemmt sich gegen ihre Entwaffnung.,2026-04-15
erholung,Recovery,"Nach Maduros Sturz fordert Washington für Venezuela drei Phasen: Stabilisierung, Erholung und Übergang. Nach 100 Tagen unter Interims-Präsidentin Delcy Rodriguez läuft Phase 2, doch wird sie auch freie Wahlen zulassen?",2026-04-15
übergang,Transitional area,"Nach Maduros Sturz fordert Washington für Venezuela drei Phasen: Stabilisierung, Erholung und Übergang. Nach 100 Tagen unter Interims-Präsidentin Delcy Rodriguez läuft Phase 2, doch wird sie auch freie Wahlen zulassen?",2026-04-15
interims,interim,"Nach Maduros Sturz fordert Washington für Venezuela drei Phasen: Stabilisierung, Erholung und Übergang. Nach 100 Tagen unter Interims-Präsidentin Delcy Rodriguez läuft Phase 2, doch wird sie auch freie Wahlen zulassen?",2026-04-15
