German,English,Context,Date
heimatschutzministerium,Department of Homeland Security,"Das US-Heimatschutzministerium spricht nach dem tödlichen Einsatz im Bundesstaat Texas von Notwehr. Das Militär der Vereinigten Staaten meldet ""massive Angriffe"" auf den Iran. Der DW-Nachrichtenüberblick.",2026-07-08
wettbewerbsfähiger,more competitive,"Die EU will Bürokratie abbauen, Investitionen erleichtern und Europas Wirtschaft wettbewerbsfähiger machen. Doch bei der Finanzierung zeichnet sich Streit ab, vor allem über die mögliche Aufnahme gemeinsamer Schulden.",2026-07-08
interkontinentalen,intercontinental,Nach dem Test einer interkontinentalen Rakete wächst der Unmut in den Anrainerstaaten. Chinas Marine demonstriert seine militärischen Fähigkeiten und fordert im Pazifik die USA heraus.,2026-07-08
berufungsurteils,judgment of appeal,Frankreichs Rechtspopulistin Le Pen hält trotz des Berufungsurteils gegen sie an einer Kandidatur für die Präsidentschaftswahl fest. Ihre Chancen stehen nicht schlecht. Ihre Partei RN geht bereits auf Deutschland zu.,2026-07-08
anrainerstaaten,riparian states,Nach dem Test einer interkontinentalen Rakete wächst der Unmut in den Anrainerstaaten. Chinas Marine demonstriert seine militärischen Fähigkeiten und fordert im Pazifik die USA heraus.,2026-07-08
kostendrucks,cost pressures,"Der Trend, dass deutsche Firmen ins Ausland ziehen, flaut ab. Zwar investiert die Industrie wegen des hohen Kostendrucks am Heimatmarkt immer noch stark im Ausland. Doch die erhofften positiven Effekte bleiben oft aus.",2026-07-08
verhandelten,negotiated,"Europa und die Afrikanische Union verhandelten in Angola über Rohstoffe, Sicherheit und die Investitions-Initiative Global Gateway. Kann die Europäische Union im Wettlauf mit China noch punkten?",2026-07-08
investitions,Investment,"Europa und die Afrikanische Union verhandelten in Angola über Rohstoffe, Sicherheit und die Investitions-Initiative Global Gateway. Kann die Europäische Union im Wettlauf mit China noch punkten?",2026-07-08
heimatmarkt,home market,"Der Trend, dass deutsche Firmen ins Ausland ziehen, flaut ab. Zwar investiert die Industrie wegen des hohen Kostendrucks am Heimatmarkt immer noch stark im Ausland. Doch die erhofften positiven Effekte bleiben oft aus.",2026-07-08
erleichtern,Vererbung usw.,"Die EU will Bürokratie abbauen, Investitionen erleichtern und Europas Wirtschaft wettbewerbsfähiger machen. Doch bei der Finanzierung zeichnet sich Streit ab, vor allem über die mögliche Aufnahme gemeinsamer Schulden.",2026-07-08
fähigkeiten,capabilities,Nach dem Test einer interkontinentalen Rakete wächst der Unmut in den Anrainerstaaten. Chinas Marine demonstriert seine militärischen Fähigkeiten und fordert im Pazifik die USA heraus.,2026-07-08
kandidatur,candidacy,Frankreichs Rechtspopulistin Le Pen hält trotz des Berufungsurteils gegen sie an einer Kandidatur für die Präsidentschaftswahl fest. Ihre Chancen stehen nicht schlecht. Ihre Partei RN geht bereits auf Deutschland zu.,2026-07-08
venezuelas,venezuelas,"Venezuelas Oppositionsführerin, Friedensnobelpreisträgerin María Corina Machado, will zurück in ihre von Erdbeben verwüstete Heimat. Doch weder die Regierung in Caracas, noch die in Washington wollen das.",2026-07-08
verwüstete,devastated,"Venezuelas Oppositionsführerin, Friedensnobelpreisträgerin María Corina Machado, will zurück in ihre von Erdbeben verwüstete Heimat. Doch weder die Regierung in Caracas, noch die in Washington wollen das.",2026-07-08
souveräner,sovereign,"Die europäische Partei Europa Souveräner Nationen (ESN), der auch die AfD angehört, steht im Visier der Aufsichtsbehörde. Es geht um mögliche Verstöße gegen Kernwerte der EU.",2026-07-08
erhofften,hoped for,"Der Trend, dass deutsche Firmen ins Ausland ziehen, flaut ab. Zwar investiert die Industrie wegen des hohen Kostendrucks am Heimatmarkt immer noch stark im Ausland. Doch die erhofften positiven Effekte bleiben oft aus.",2026-07-08
positiven,positive,"Der Trend, dass deutsche Firmen ins Ausland ziehen, flaut ab. Zwar investiert die Industrie wegen des hohen Kostendrucks am Heimatmarkt immer noch stark im Ausland. Doch die erhofften positiven Effekte bleiben oft aus.",2026-07-08
rohstoffe,raw materials,"Europa und die Afrikanische Union verhandelten in Angola über Rohstoffe, Sicherheit und die Investitions-Initiative Global Gateway. Kann die Europäische Union im Wettlauf mit China noch punkten?",2026-07-08
kernwerte,Core values,"Die europäische Partei Europa Souveräner Nationen (ESN), der auch die AfD angehört, steht im Visier der Aufsichtsbehörde. Es geht um mögliche Verstöße gegen Kernwerte der EU.",2026-07-08
