German,English,Context,Date
verteidigungsministeriums,ministry of Defence,Vertreter von Medien dürfen das Pressebüro des US-Verteidigungsministeriums künftig nicht mehr betreten. Dem Schritt ging ein monatelanger Rechtsstreit voraus.,2026-06-03
geheimdienstkoordinator,intelligence Coordinator,US-Präsident Trump macht einen Vertrauten ohne Spionageerfahrung zum kommissarischen Geheimdienstkoordinator. Im Osten der Ukraine wird ein Reisebus von einer Drohne getroffen. Der DW-Nachrichtenüberblick.,2026-06-03
antidiskriminierung,Anti-discrimination,"Zu wenig Rechte, zu wenig Geld für den Schutz vor Diskriminierungen. Die Bundesbeauftragte für Antidiskriminierung kritisiert die Reformpläne der Bundesregierung.",2026-06-03
weltsicherheitsrat,uN Security Council,"Bei den Vereinten Nationen steht die Neuwahl für mehrere Sitze im Weltsicherheitsrat an. Die Bundesregierung wirbt intensiv dafür, dass Deutschland einen der Plätze bekommt.",2026-06-03
spionageerfahrung,espionage experience,US-Präsident Trump macht einen Vertrauten ohne Spionageerfahrung zum kommissarischen Geheimdienstkoordinator. Im Osten der Ukraine wird ein Reisebus von einer Drohne getroffen. Der DW-Nachrichtenüberblick.,2026-06-03
bundesbeauftragte,federal Commissioner,"Zu wenig Rechte, zu wenig Geld für den Schutz vor Diskriminierungen. Die Bundesbeauftragte für Antidiskriminierung kritisiert die Reformpläne der Bundesregierung.",2026-06-03
gesprächsabbruch,Call Termination,Nach Äußerungen über eine mögliche Einstellung der Angriffe zwischen Israel und Hisbollah schien ein Abkommen im US-israelischen Krieg wieder einmal greifbar. Doch wegen neuer Kämpfe droht der Iran mit Gesprächsabbruch.,2026-06-03
energieeffizient,Energy efficiency,"Drei Viertel der Gebäude in Deutschland sind nicht energieeffizient. Ein Start-up setzt auf serielle Sanierung aus der Fabrik - schneller, günstiger, klimaneutraler. Kann das den Sanierungsstau auflösen?",2026-06-03
wirtschaftsforum,Economic Forum:,"AfD-Politiker waren auf dem Ostdeutschen Wirtschaftsforum nicht geladen. Doch die Partei war der ""Elefant im Raum"". Bald finden Landtagswahlen statt - und die zum Teil als rechtsextrem eingestufte AfD liegt vorne.",2026-06-03
kommissarischen,provisional,US-Präsident Trump macht einen Vertrauten ohne Spionageerfahrung zum kommissarischen Geheimdienstkoordinator. Im Osten der Ukraine wird ein Reisebus von einer Drohne getroffen. Der DW-Nachrichtenüberblick.,2026-06-03
klimaneutraler,more climate-neutral,"Drei Viertel der Gebäude in Deutschland sind nicht energieeffizient. Ein Start-up setzt auf serielle Sanierung aus der Fabrik - schneller, günstiger, klimaneutraler. Kann das den Sanierungsstau auflösen?",2026-06-03
sanierungsstau,Refurbishment congestion,"Drei Viertel der Gebäude in Deutschland sind nicht energieeffizient. Ein Start-up setzt auf serielle Sanierung aus der Fabrik - schneller, günstiger, klimaneutraler. Kann das den Sanierungsstau auflösen?",2026-06-03
rechenzentrum,Data centre,"Wissen Sie, wo ein Rechenzentrum in ihrer Nähe entstehen soll? Diese Frage können nun immer mehr US-Anwohner mit ""Ja"" beantworten. Dank einer Karte, die Erin Brokovich ins Leben gerufen hat. Warum das wichtig ist.",2026-06-03
sakralbauwerk,sacred structure,"Ein Besuch im bekanntesten Sakralbauwerk Deutschlands beginnt künftig mit dem Griff zum Portemonnaie - es sei denn, der Gläubige naht zum Gebet. Das religiöse Fundament dieses Ansinnens wird aber nicht überprüft.",2026-06-03
bekanntesten,best known,"Ein Besuch im bekanntesten Sakralbauwerk Deutschlands beginnt künftig mit dem Griff zum Portemonnaie - es sei denn, der Gläubige naht zum Gebet. Das religiöse Fundament dieses Ansinnens wird aber nicht überprüft.",2026-06-03
portemonnaie,Wallet,"Ein Besuch im bekanntesten Sakralbauwerk Deutschlands beginnt künftig mit dem Griff zum Portemonnaie - es sei denn, der Gläubige naht zum Gebet. Das religiöse Fundament dieses Ansinnens wird aber nicht überprüft.",2026-06-03
rechtsstreit,Legal disputes,Vertreter von Medien dürfen das Pressebüro des US-Verteidigungsministeriums künftig nicht mehr betreten. Dem Schritt ging ein monatelanger Rechtsstreit voraus.,2026-06-03
ostdeutschen,east German,"AfD-Politiker waren auf dem Ostdeutschen Wirtschaftsforum nicht geladen. Doch die Partei war der ""Elefant im Raum"". Bald finden Landtagswahlen statt - und die zum Teil als rechtsextrem eingestufte AfD liegt vorne.",2026-06-03
rechtsextrem,Far right,"AfD-Politiker waren auf dem Ostdeutschen Wirtschaftsforum nicht geladen. Doch die Partei war der ""Elefant im Raum"". Bald finden Landtagswahlen statt - und die zum Teil als rechtsextrem eingestufte AfD liegt vorne.",2026-06-03
einstellung,settings,Nach Äußerungen über eine mögliche Einstellung der Angriffe zwischen Israel und Hisbollah schien ein Abkommen im US-israelischen Krieg wieder einmal greifbar. Doch wegen neuer Kämpfe droht der Iran mit Gesprächsabbruch.,2026-06-03
reformpläne,reform plans,"Zu wenig Rechte, zu wenig Geld für den Schutz vor Diskriminierungen. Die Bundesbeauftragte für Antidiskriminierung kritisiert die Reformpläne der Bundesregierung.",2026-06-03
eingestufte,classified,"AfD-Politiker waren auf dem Ostdeutschen Wirtschaftsforum nicht geladen. Doch die Partei war der ""Elefant im Raum"". Bald finden Landtagswahlen statt - und die zum Teil als rechtsextrem eingestufte AfD liegt vorne.",2026-06-03
vertrauten,familiar,US-Präsident Trump macht einen Vertrauten ohne Spionageerfahrung zum kommissarischen Geheimdienstkoordinator. Im Osten der Ukraine wird ein Reisebus von einer Drohne getroffen. Der DW-Nachrichtenüberblick.,2026-06-03
pressebüro,The Press Office,Vertreter von Medien dürfen das Pressebüro des US-Verteidigungsministeriums künftig nicht mehr betreten. Dem Schritt ging ein monatelanger Rechtsstreit voraus.,2026-06-03
brokovich,brokovich,"Wissen Sie, wo ein Rechenzentrum in ihrer Nähe entstehen soll? Diese Frage können nun immer mehr US-Anwohner mit ""Ja"" beantworten. Dank einer Karte, die Erin Brokovich ins Leben gerufen hat. Warum das wichtig ist.",2026-06-03
