German,English,Context,Date
regierungschefin,head of government,"US-Präsident Donald Trump hört nicht gerne mahnende Worte, wenn sie ihm nicht in den Kram passen. Kritiker müssen mit Breitseiten rechnen. So auch Italiens Regierungschefin Giorgia Meloni und Papst Leo.",2026-04-16
wissenschaftler,Researchers and academics,"Eine neue DW-Doku von Can Dündar zeigt, wie politischer Druck, Drohungen und Ideologie die US-Demokratie verändern. Im Fokus: Wissenschaftler, die zwischen Fronten geraten - und eine Gesellschaft im Wandel.",2026-04-16
kostjantyniwka,kostyantynivka,Die russische Armee rückt auf Kostjantyniwka vor. Ihr Ziel: die Besetzung des gesamten Donbass. Doch noch immer leben und kämpfen Menschen dort und in den umliegenden Städten. Eine DW-Reporterin hat sie besucht.,2026-04-16
personalmangel,Staff shortage,"Personalmangel, fehlende Kontrolle, überfüllte Haftanstalten: Der Europarat zeigt in seinem Jahresbericht zur Lage in europäischen Gefängnissen eine Reihe von Schwachstellen auf.",2026-04-16
schwachstellen,Vulnerabilities,"Personalmangel, fehlende Kontrolle, überfüllte Haftanstalten: Der Europarat zeigt in seinem Jahresbericht zur Lage in europäischen Gefängnissen eine Reihe von Schwachstellen auf.",2026-04-16
beispiellosen,unprecedented,In einem beispiellosen Vorgang kritisiert einer der wichtigen israelischen Minister den deutschen Bundeskanzler. Wie steht es um das deutsch-israelische Verhältnis?,2026-04-16
haftanstalten,Detention centres,"Personalmangel, fehlende Kontrolle, überfüllte Haftanstalten: Der Europarat zeigt in seinem Jahresbericht zur Lage in europäischen Gefängnissen eine Reihe von Schwachstellen auf.",2026-04-16
ölproduktion,oil production,Nach der Festnahme und Entmachtung von Nicolás Maduro Anfang des Jahres steigt die Ölproduktion inzwischen wieder an und internationale Investoren blicken nach Venezuela. Wird es zu einem nachhaltigen Aufschwung kommen?,2026-04-16
nachhaltigen,of lasting,Nach der Festnahme und Entmachtung von Nicolás Maduro Anfang des Jahres steigt die Ölproduktion inzwischen wieder an und internationale Investoren blicken nach Venezuela. Wird es zu einem nachhaltigen Aufschwung kommen?,2026-04-16
gefängnissen,prisons,"Personalmangel, fehlende Kontrolle, überfüllte Haftanstalten: Der Europarat zeigt in seinem Jahresbericht zur Lage in europäischen Gefängnissen eine Reihe von Schwachstellen auf.",2026-04-16
umliegenden,surrounding,Die russische Armee rückt auf Kostjantyniwka vor. Ihr Ziel: die Besetzung des gesamten Donbass. Doch noch immer leben und kämpfen Menschen dort und in den umliegenden Städten. Eine DW-Reporterin hat sie besucht.,2026-04-16
statistiken,View stats,"Begehen Menschen ohne deutschen Pass mehr Straftaten? Statistiken legen das nahe. Aber Zahlen allein sind irreführend. Eine Expertin erklärt, warum.",2026-04-16
irreführend,misleading,"Begehen Menschen ohne deutschen Pass mehr Straftaten? Statistiken legen das nahe. Aber Zahlen allein sind irreführend. Eine Expertin erklärt, warum.",2026-04-16
entmachtung,disempowerment,Nach der Festnahme und Entmachtung von Nicolás Maduro Anfang des Jahres steigt die Ölproduktion inzwischen wieder an und internationale Investoren blicken nach Venezuela. Wird es zu einem nachhaltigen Aufschwung kommen?,2026-04-16
breitseiten,broad sides,"US-Präsident Donald Trump hört nicht gerne mahnende Worte, wenn sie ihm nicht in den Kram passen. Kritiker müssen mit Breitseiten rechnen. So auch Italiens Regierungschefin Giorgia Meloni und Papst Leo.",2026-04-16
reporterin,Reporter,Die russische Armee rückt auf Kostjantyniwka vor. Ihr Ziel: die Besetzung des gesamten Donbass. Doch noch immer leben und kämpfen Menschen dort und in den umliegenden Städten. Eine DW-Reporterin hat sie besucht.,2026-04-16
wachsender,growing,Die Ukraine fühlt sich von den USA im Stich gelassen. Nach den deutsch-ukrainischen Regierungskonsultationen will die Bundesregierung das Land noch mehr unterstützen - trotz wachsender politischer Widerstände.,2026-04-16
straftaten,Criminal offences,"Begehen Menschen ohne deutschen Pass mehr Straftaten? Statistiken legen das nahe. Aber Zahlen allein sind irreführend. Eine Expertin erklärt, warum.",2026-04-16
überfüllte,crowded,"Personalmangel, fehlende Kontrolle, überfüllte Haftanstalten: Der Europarat zeigt in seinem Jahresbericht zur Lage in europäischen Gefängnissen eine Reihe von Schwachstellen auf.",2026-04-16
besetzung,In attendance,Die russische Armee rückt auf Kostjantyniwka vor. Ihr Ziel: die Besetzung des gesamten Donbass. Doch noch immer leben und kämpfen Menschen dort und in den umliegenden Städten. Eine DW-Reporterin hat sie besucht.,2026-04-16
ideologie,Ideology,"Eine neue DW-Doku von Can Dündar zeigt, wie politischer Druck, Drohungen und Ideologie die US-Demokratie verändern. Im Fokus: Wissenschaftler, die zwischen Fronten geraten - und eine Gesellschaft im Wandel.",2026-04-16
verändern,relocat,"Eine neue DW-Doku von Can Dündar zeigt, wie politischer Druck, Drohungen und Ideologie die US-Demokratie verändern. Im Fokus: Wissenschaftler, die zwischen Fronten geraten - und eine Gesellschaft im Wandel.",2026-04-16
festnahme,Arrest,Nach der Festnahme und Entmachtung von Nicolás Maduro Anfang des Jahres steigt die Ölproduktion inzwischen wieder an und internationale Investoren blicken nach Venezuela. Wird es zu einem nachhaltigen Aufschwung kommen?,2026-04-16
