German,English,Context,Date
luftverteidigungsprojekt,air defense project,"Berichten zufolge steht das deutsch-französische Luftverteidigungsprojekt FCAS kurz vor dem Scheitern. Michael Schoellhorn, CEO von Airbus Defence, erklärt der DW exklusiv, warum das Projekt umstrukturiert werden muss.",2026-02-26
täuschungsmanövern,deception manoeuvres,"Afrikaweit rekrutiert Russland Männer für den Kriegseinsatz - auch mit Täuschungsmanövern. Die Familien zuhause suchen nach Wegen, die Toten zu bergen, um sie zu beerdigen.",2026-02-26
haushaltsausschuss,Committee on Budgetary Control,Deutschlands Armee hat bald unbemannte Waffensysteme im Arsenal. Der Haushaltsausschuss des Bundestags stimmt zu - aber unter Auflagen.,2026-02-26
überschwemmungen,Flooding,"Heftige Regenfälle, Überschwemmungen und Erdrutsche: Die Auswirkungen eines Unwetters im Südosten Brasiliens sind verheerend. Zahlreiche Menschen kamen ums Leben.",2026-02-26
wirtschaftsmacht,economic power,"Bundeskanzler Friedrich Merz will die Abhängigkeiten von China vermindern, aber gleichzeitig die Beziehungen zur zweitstärksten Wirtschaftsmacht nicht gefährden. Sein Staatsbesuch in Peking ist eine Gratwanderung.",2026-02-26
medienkompetenz,Media literacy,"Mehr Medienkompetenz für Schulen - das fordern in Nordmazedonien Lehrerinnen und Lehrer genauso wie Schülerinnen und Schüler. Das Land Nordrhein-Westfalen unterstützt mit dem Projekt ""Resilienz gegen Desinformation"".",2026-02-26
abhängigkeiten,Dependencies,"Bundeskanzler Friedrich Merz will die Abhängigkeiten von China vermindern, aber gleichzeitig die Beziehungen zur zweitstärksten Wirtschaftsmacht nicht gefährden. Sein Staatsbesuch in Peking ist eine Gratwanderung.",2026-02-26
zweitstärksten,second strongest,"Bundeskanzler Friedrich Merz will die Abhängigkeiten von China vermindern, aber gleichzeitig die Beziehungen zur zweitstärksten Wirtschaftsmacht nicht gefährden. Sein Staatsbesuch in Peking ist eine Gratwanderung.",2026-02-26
nordmazedonien,North Macedonia,"Mehr Medienkompetenz für Schulen - das fordern in Nordmazedonien Lehrerinnen und Lehrer genauso wie Schülerinnen und Schüler. Das Land Nordrhein-Westfalen unterstützt mit dem Projekt ""Resilienz gegen Desinformation"".",2026-02-26
desinformation,Desinformation,"Mehr Medienkompetenz für Schulen - das fordern in Nordmazedonien Lehrerinnen und Lehrer genauso wie Schülerinnen und Schüler. Das Land Nordrhein-Westfalen unterstützt mit dem Projekt ""Resilienz gegen Desinformation"".",2026-02-26
umstrukturiert,restructured,"Berichten zufolge steht das deutsch-französische Luftverteidigungsprojekt FCAS kurz vor dem Scheitern. Michael Schoellhorn, CEO von Airbus Defence, erklärt der DW exklusiv, warum das Projekt umstrukturiert werden muss.",2026-02-26
kriegseinsatz,wartime deployment,"Afrikaweit rekrutiert Russland Männer für den Kriegseinsatz - auch mit Täuschungsmanövern. Die Familien zuhause suchen nach Wegen, die Toten zu bergen, um sie zu beerdigen.",2026-02-26
waffensysteme,Weapon Systems,Deutschlands Armee hat bald unbemannte Waffensysteme im Arsenal. Der Haushaltsausschuss des Bundestags stimmt zu - aber unter Auflagen.,2026-02-26
bundeskanzler,Federal Chancellor,"Bundeskanzler Friedrich Merz will die Abhängigkeiten von China vermindern, aber gleichzeitig die Beziehungen zur zweitstärksten Wirtschaftsmacht nicht gefährden. Sein Staatsbesuch in Peking ist eine Gratwanderung.",2026-02-26
gratwanderung,Ridge hike,"Bundeskanzler Friedrich Merz will die Abhängigkeiten von China vermindern, aber gleichzeitig die Beziehungen zur zweitstärksten Wirtschaftsmacht nicht gefährden. Sein Staatsbesuch in Peking ist eine Gratwanderung.",2026-02-26
turnierbeginn,Tournament starts,Die Fragezeichen zur Sicherheit in Mexiko werden mit Blick auf die Fußball-WM 2026 immer größer. Auch der DFB sorgt sich rund 100 Tage vor Turnierbeginn angesichts der Eskalation der Gewalt.,2026-02-26
ukrainischen,ukrainian,Nach der russischen Ukraine-Invasion 2022 schloss sich DW-Journalist Kostiantyn Honcharov der ukrainischen Armee an. Seitdem kämpft er an der Front. Hier ist sein persönlicher Bericht zum vierten Jahrestag des Krieges.,2026-02-26
persönlicher,personal viewing,Nach der russischen Ukraine-Invasion 2022 schloss sich DW-Journalist Kostiantyn Honcharov der ukrainischen Armee an. Seitdem kämpft er an der Front. Hier ist sein persönlicher Bericht zum vierten Jahrestag des Krieges.,2026-02-26
deutschlands,germany's,Deutschlands Armee hat bald unbemannte Waffensysteme im Arsenal. Der Haushaltsausschuss des Bundestags stimmt zu - aber unter Auflagen.,2026-02-26
auswirkungen,Impacts,"Heftige Regenfälle, Überschwemmungen und Erdrutsche: Die Auswirkungen eines Unwetters im Südosten Brasiliens sind verheerend. Zahlreiche Menschen kamen ums Leben.",2026-02-26
